SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
ii,Non Agricultural Land,"Vagade Kankavali Sindhudurg
Total Area 28749Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 325278.00
Development Cost 0.00
26,08,320  26 Lacs+",Nil,Nil,Nil,Nil,Nil, 2608320
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"26,08,320  26 Lacs+",Nil,Nil,Nil,Nil,Nil, 2608320
vii,Totals Calculated,"Rs 26,08,320
26 Lacs+",Nil,Nil,Nil,Nil,Nil, 2608320
