SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"MANGLI TELI JTLY S NO 174/2
Total Area 1.48
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
9,00,000  9 Lacs+

MANGLI JTLY S NO 219
Total Area 5.68
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
35,00,000  35 Lacs+

MANGLI TELI JTLY S NO 224/2
Total Area 2.98
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
21,00,000  21 Lacs+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
21,00,000  21 Lacs+

MANGLI TELI JTLY S NO 174/2
Total Area 1.48
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
10,00,000  10 Lacs+

DHANLA S NO 660 JTLY
Total Area 3.55
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
25,00,000  25 Lacs+

DHANLA JTLY S NO 543
Total Area 0.19
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
1,50,000  1 Lacs+

DHANLA JTLY S NO 792/1
Total Area 2.02
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
14,00,000  14 Lacs+

DHANLA JTLY S NO 794/1
Total Area 4.49
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
30,00,000  30 Lacs+

NIMKHEDA S NO 185/2,3,4 JTLY
Total Area 5.33
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
30,00,000  30 Lacs+","CHIRVHA JTLY S NO 126/2 B/1, 62
Total Area 4.22
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 1200000.00
Development Cost 0.00
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil, 20850000
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"DHANLA PLOT NO 696
Total Area 2000
Built Up Area 2000
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,00,000  15 Lacs+

MOUJA SHRIKRISHNA NAGAR VATHODA LAYOUT NAGPUR H NO 21
Total Area 1845
Built Up Area 2000
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 600000.00
Development Cost 1000000.00
16,00,000  16 Lacs+",Nil,Nil,Nil,Nil,Nil, 3100000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"2,20,00,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 22000000
vii,Totals Calculated,"Rs 2,27,50,000
2 Crore+","Rs 12,00,000
12 Lacs+",Nil,Nil,Nil,Nil, 23950000
