SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Bhokardan, Land No. 75
Total Area 12 Acre 13 Guntha
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 3141000.00
Development Cost 0.00
1,12,84,770  1 Crore+

Savarkhed, Jafrabad, Land No. 83, 84, 85
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2018-06-25
Purchase Cost 3501000.00
Development Cost 0.00
35,01,000  35 Lacs+","Malyachi wadi, Anbad, Land No. 1504
Total Area 14 Acre 08 Guntha
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,94,440  35 Lacs+

Lenbhewadi, Anbad, land No. 1533, 1534, 1558
Total Area 21 Acre 39 Guntha
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
55,89,390  55 Lacs+",Nil,Nil,Nil,Nil, 23969600
ii,Non Agricultural Land,"Jafrabad, Part No. 53
Total Area 43040.00 Sq ft
Built Up Area
Whether Inherited N
Purchase Date 2007-04-11
Purchase Cost 950000.00
Development Cost 0.00
82,00,000  82 Lacs+

Aurangabad,Plot No. 6 N-3
Total Area 2744.00 Sq ft
Built Up Area
Whether Inherited N
Purchase Date 2013-07-01
Purchase Cost 1325000.00
Development Cost 0.00
1,02,86,787  1 Crore+

Hasanabad, Bokardan, Part No. 151, 156
Total Area 129120 Sq ft
Built Up Area
Whether Inherited N
Purchase Date 2019-09-21
Purchase Cost 1255000.00
Development Cost 0.00
12,55,000  12 Lacs+","Jalna, Allotment No. 11494/B-312/1 Part
Total Area 18205.92 Sq ft
Built Up Area
Whether Inherited N
Purchase Date 2018-11-05
Purchase Cost 4500000.00
Development Cost 0.00
45,00,000  45 Lacs+",Nil,Nil,Nil,Nil, 24241787
iii,Commercial Buildings,"Hasnabad, Bokardan, Allotment No. 1228
Total Area 299.98 Sq ft
Built Up Area 299.98 sq ft
Whether Inherited N
Purchase Date 2007-02-12
Purchase Cost 125000.00
Development Cost 0.00
4,06,600  4 Lacs+","Aurangabad, Allotment No. 12455
Total Area 1950 sq ft
Built Up Area 1857.49 sq ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,03,79,000  2 Crore+",Nil,Nil,Nil,Nil, 20785600
iv,Residential Buildings,"Javkheda, Bhokardan, Allotment No. 102
Total Area 1191.95 Sq ft
Built Up Area 1199.95 Sq ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
23,38,240  23 Lacs+

Aurangabad, Allotment No. 15840/155, 156, 163
Total Area 7134.52 Sq ft
Built Up Area 4632.71 Sq ft
Whether Inherited N
Purchase Date 2007-06-08
Purchase Cost 400000.00
Development Cost 0.00
2,21,30,640  2 Crore+

Clover Del Ghorpadi, Haveli, Pune, allotment No. 406
Total Area 1245.14 Sq ft
Built Up Area 1245.14 Sq ft
Whether Inherited N
Purchase Date 2016-04-06
Purchase Cost 12000000.00
Development Cost 0.00
1,25,52,000  1 Crore+

Pune Ghorpadi, CS No. 464, 465, 466, 467, 53
Total Area 1204.90 Sq ft
Built Up Area 1204.90 Sq ft
Whether Inherited N
Purchase Date 2012-02-28
Purchase Cost 3539000.00
Development Cost 0.00
35,39,000  35 Lacs+",Nil,Nil,Nil,Nil,Nil, 40559880
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"7,54,94,037  7 Crore+","3,40,63,830  3 Crore+",Nil,Nil,Nil,Nil, 109557867
vii,Totals Calculated,"Rs 7,54,94,037
7 Crore+","Rs 3,40,62,830
3 Crore+",Nil,Nil,Nil,Nil, 109556867
