SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"67/3/3 Dhanegaon Nanded
Total Area 3Acres20.30Gunthas
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
42,60,000  42 Lacs+

121 Malegaon Nanded
Total Area 1Acre
Built Up Area
Whether Inherited N
Purchase Date 2015-04-22
Purchase Cost 1275000.00
Development Cost 0.00
14,00,000  14 Lacs+

67/2 Katpur Paithan Aurangabad
Total Area 10Acres10Gunthas
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
66,68,000  66 Lacs+

66 Katpur Aurangabad
Total Area 0.10
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,00,000  2 Lacs+

308 Yelegaon Nanded
Total Area 0.60
Built Up Area
Whether Inherited N
Purchase Date 1996-02-29
Purchase Cost 52541.00
Development Cost 0.00
10,50,000  10 Lacs+

67/1 Dhanegaon Nanded
Total Area 1Acres9.4Guntas
Built Up Area
Whether Inherited N
Purchase Date 1966-07-05
Purchase Cost 8250.00
Development Cost 2500000.00
49,03,936  49 Lacs+","42 Amrabad Ardhapur Nanded
Total Area 39.52Gunthas
Built Up Area
Whether Inherited N
Purchase Date 1999-09-27
Purchase Cost 42851.00
Development Cost 0.00
7,00,000  7 Lacs+

128 Malegaon Nanded
Total Area 5Acres9.46Gunthas
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
62,70,000  62 Lacs+",Nil,Nil,Nil,Nil, 25451936
ii,Non Agricultural Land,"Plot No. 32,33 39 & 40 32/1/B Asdullabad Nanded
Total Area 12518.18Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 887904.00
Development Cost 150000.00
1,17,84,000  1 Crore+

2624 Khadkeshwar Aurangabad
Total Area 2708Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 1997-07-08
Purchase Cost 512996.00
Development Cost 200000.00
90,83,200  90 Lacs+

Purna 131
Total Area 2100Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2004-06-19
Purchase Cost 357180.00
Development Cost 0.00
33,17,720  33 Lacs+

7/A/2 Jangamwadi Nanded
Total Area 22596Sq.Ft
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,62,50,000  2 Crore+","22 To 29 And 45 To 49 9994 & 10001 32/1/18 Jankinagar Nanded
Total Area 6669Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 1989-03-23
Purchase Cost 950064.00
Development Cost 0.00
4,52,30,800  4 Crore+",Nil,Nil,Nil,Nil, 95665720
iii,Commercial Buildings,"46 New Mondha APMC 1-18-35
Total Area 19500Sq.Ft
Built Up Area 4662.30Sq.Ft
Whether Inherited N
Purchase Date 1981-02-21
Purchase Cost 118421.00
Development Cost 3493326.00
73,87,029  73 Lacs+

Andheri Mumbai 41
Total Area 290Sq.Ft
Built Up Area 290Sq.Ft
Whether Inherited N
Purchase Date 1991-12-09
Purchase Cost 331080.00
Development Cost 0.00
99,42,397  99 Lacs+

Navjivan Comm Premises 23R CTS 255
Total Area 148Sq.Ft
Built Up Area 148Sq.Ft
Whether Inherited N
Purchase Date 2003-01-29
Purchase Cost 298610.00
Development Cost 0.00
25,81,250  25 Lacs+","Bldg MIDC P-51
Total Area 21843Sq.Ft
Built Up Area 15931Sq.Ft
Whether Inherited N
Purchase Date 1983-05-21
Purchase Cost 389639.00
Development Cost 15931800.00
2,88,88,718  2 Crore+

Andheri Mumbai Shop No. 3
Total Area 290Sq.Ft
Built Up Area 290Sq.Ft
Whether Inherited N
Purchase Date 1991-12-03
Purchase Cost 353965.00
Development Cost 0.00
99,42,397  99 Lacs+

Navjivan Comm Premises DB Marg 255
Total Area 148Sq.Ft
Built Up Area 148Sq.Ft
Whether Inherited N
Purchase Date 2003-01-29
Purchase Cost 298610.00
Development Cost 0.00
25,81,250  25 Lacs+","19408 Bansilal Nagar Auranbagad
Total Area 2198.29Sq.Ft
Built Up Area 2198Sq.Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,39,67,651  1 Crore+",Nil,Nil,Nil, 75290692
iv,Residential Buildings,"4488 , 4489 Shivaji Nagar 1-2,162,163,167
Total Area 703.62Sq.Mtr
Built Up Area 1008.41Sq.Mtr
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 1782160.00
Development Cost 0.00
4,18,14,548  4 Crore+

Paithan 4801 3455
Total Area 2623Sq.Ft
Built Up Area 1200Sq.Ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
5,60,740  5 Lacs+

Navasansad Vihar New Delhi 312
Total Area 1583Sq.Ft
Built Up Area 1583Sq.Ft
Whether Inherited N
Purchase Date 1999-02-09
Purchase Cost 2070000.00
Development Cost 0.00
2,20,70,250  2 Crore+

Flat No 1002 Shubhada Co Op Hsg Society Mumbai
Total Area 1100Sq.Ft
Built Up Area 1100Sq.Ft
Whether Inherited N
Purchase Date 1999-12-03
Purchase Cost 4410000.00
Development Cost 0.00
5,33,66,170  5 Crore+","4488 , 4489 Shivaji Nagar 1-2,162,163,167
Total Area 325.52Sq.Mtr
Built Up Area 1008.41Sq.Mtr
Whether Inherited N
Purchase Date 2013-06-14
Purchase Cost 1117160.00
Development Cost 15861816.00
1,93,88,792  1 Crore+

4430 Shivaji Nagar Nanded
Total Area 514.60Sq.Ft
Built Up Area 600Sq.Ft
Whether Inherited N
Purchase Date 1997-03-04
Purchase Cost 137231.00
Development Cost 0.00
21,08,262  21 Lacs+","CTS No 2624/1 Khadakeshwar Aurangabad
Total Area 4200Sq.Ft
Built Up Area 4200Sq.Ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,66,76,255  2 Crore+",Nil,Nil,Nil, 165985017
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"20,66,39,240  20 Crore+","11,51,10,219  11 Crore+","4,06,43,906  4 Crore+",Nil,Nil,Nil, 362393365
vii,Totals Calculated,"Rs 20,66,39,240
20 Crore+","Rs 11,51,10,219
11 Crore+","Rs 4,06,43,906
4 Crore+",Nil,Nil,Nil, 362393365
