SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Rahudi, Teh.Phaltan, Dist.Satara, Maharashtra, S.No. 61/1
Total Area 5.38
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
8,41,575  8 Lacs+

Rahudi, Teh.Phaltan, Dist.Satara, Maharashtra, S.No. 61/3
Total Area 2.65
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
52,93,000  52 Lacs+

Maldan, Teh. Patan, Dist. Satara, Maharashtra, S.No. 634
Total Area 2.71
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,30,000  15 Lacs+

Maldan, Teh. Patan, Dist. Satara, Maharashtra, S.No. 635
Total Area 0.66
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,23,000  3 Lacs+

Rahudi, Teh.Phaltan, Dist. Satara, Maharashtra, S.No. 61/6
Total Area 2.75
Built Up Area
Whether Inherited N
Purchase Date 2016-03-31
Purchase Cost 1330000.00
Development Cost 0.00
17,63,000  17 Lacs+","At Rahudi, Teh.Phaltan, Dist.Satara, Maharashtra, S.No.61/4
Total Area 7.90
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
50,65,000  50 Lacs+

Bedag, Teh. Miraj, Dist. Sangli, Maharashtra, Gat No.2120
Total Area 0.42
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
4,25,000  4 Lacs+

Bedag, Teh. Miraj, Dist.Sangli, Maharashtra, Gat No.2143B
Total Area 2.96
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
29,78,000  29 Lacs+

Bedag, Teh. Miraj, Dist.Sangli, Maharashtra Gat No. 2144A
Total Area 3.95
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
39,70,000  39 Lacs+

Rahudi, Teh. Phaltan, Dist.Satara, Maharashtra, S.No. 61/5
Total Area 4.625
Built Up Area
Whether Inherited N
Purchase Date 2016-03-31
Purchase Cost 1090000.00
Development Cost 0.00
22,15,000  22 Lacs+",Nil,Nil,Nil,Nil, 24403575
ii,Non Agricultural Land,Nil,"CS No. 88/4 Extension Area, Shivnilaya Bungalow, Miraj, Maharashtra
Total Area 10005.14Sq.Ft
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,19,17,000  1 Crore+",Nil,Nil,Nil,Nil, 11917000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Flat At 3B, 101, G.F. Masjid Moth, New Delhi-110049
Total Area 415.18 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 2015-03-01
Purchase Cost 58851100.00
Development Cost 0.00
5,00,00,000  5 Crore+

Flat No 201, Venus Bhakti Park Wadala(East), Mumbai
Total Area 1032 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 2003-07-01
Purchase Cost 358000.00
Development Cost 0.00
1,40,00,000  1 Crore+

House At 243/D-7 Patan Colony, Shaniwar Peth, Karad, Dist.Satara, Maharashtra-415110
Total Area 6459 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 2650000.00
Development Cost 0.00
1,44,00,000  1 Crore+

Flat At Mira Co Operative Hsg Society Ltd. (No.1) 550/1, Salisbury Park, A.S. Park, Pune 411037
Total Area 680 Sq.FT.
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
65,00,000  65 Lacs+",Nil,Nil,Nil,Nil,Nil, 84900000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"9,46,50,575  9 Crore+","2,65,70,000  2 Crore+",Nil,Nil,Nil,Nil, 121220575
vii,Totals Calculated,"Rs 9,46,50,575
9 Crore+","Rs 2,65,70,000
2 Crore+",Nil,Nil,Nil,Nil, 121220575
