SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Songaon Gat No 348(239 New)
Total Area 2 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
22,80,000  22 Lacs+

Katewadi Gat No 250
Total Area 1.1 Acre
Built Up Area
Whether Inherited N
Purchase Date 2001-11-12
Purchase Cost 85000.00
Development Cost 0.00
8,55,000  8 Lacs+

Dheklewadi, Gat No 407
Total Area 1.28 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
21,49,480  21 Lacs+","Songaon Gat No 218/1
Total Area 3 Acre
Built Up Area
Whether Inherited N
Purchase Date 2003-01-21
Purchase Cost 145000.00
Development Cost 0.00
34,20,000  34 Lacs+

Dheklewadi Gat No 218/2
Total Area 4.6 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
52,47,260  52 Lacs+

DhekleWadi Gat No 218/2
Total Area 0.1 Acre
Built Up Area
Whether Inherited N
Purchase Date 2018-08-31
Purchase Cost 1100000.00
Development Cost 0.00
1,26,44,000  1 Crore+",Nil,Nil,Nil,Nil, 26595740
ii,Non Agricultural Land,"Katewadi 440
Total Area 16141
Built Up Area
Whether Inherited N
Purchase Date 2000-09-28
Purchase Cost 50000.00
Development Cost 15036390.00
18,34,000  18 Lacs+

Katewadi 443
Total Area 9684
Built Up Area
Whether Inherited N
Purchase Date 1990-12-18
Purchase Cost 20000.00
Development Cost 0.00
11,26,600  11 Lacs+

Katewadi 444
Total Area 6456
Built Up Area
Whether Inherited N
Purchase Date 1991-09-20
Purchase Cost 0.00
Development Cost 0.00
7,72,900  7 Lacs+

Katewadi 445
Total Area 67788
Built Up Area
Whether Inherited N
Purchase Date 1990-12-18
Purchase Cost 0.00
Development Cost 0.00
63,27,300  63 Lacs+

Katewadi 446
Total Area 10760
Built Up Area
Whether Inherited N
Purchase Date 1991-09-20
Purchase Cost 0.00
Development Cost 0.00
3,16,100  3 Lacs+

Indapur 212/1/B/1
Total Area 2292.82
Built Up Area
Whether Inherited N
Purchase Date 2007-06-20
Purchase Cost 275000.00
Development Cost 0.00
1,21,086  1 Lacs+

Indapur 212/B/2
Total Area 2293.82
Built Up Area
Whether Inherited N
Purchase Date 2007-06-20
Purchase Cost 0.00
Development Cost 0.00
1,21,086  1 Lacs+

Indapur 212/1B/8
Total Area 792.36
Built Up Area
Whether Inherited N
Purchase Date 2007-06-20
Purchase Cost 0.00
Development Cost 0.00
41,827  41 Thou+

Lonikand Gat No 320/6
Total Area 35508
Built Up Area
Whether Inherited N
Purchase Date 2006-11-06
Purchase Cost 75000.00
Development Cost 7550000.00
45,37,500  45 Lacs+

Lonikand Gat No 321/2
Total Area 130196
Built Up Area
Whether Inherited N
Purchase Date 1998-04-07
Purchase Cost 310000.00
Development Cost 0.00
1,66,37,500  1 Crore+

Jalochi Gat No 129
Total Area 10760
Built Up Area
Whether Inherited N
Purchase Date 2001-04-04
Purchase Cost 90000.00
Development Cost 0.00
13,88,000  13 Lacs+

Jalochi Gat No 129
Total Area 2152
Built Up Area
Whether Inherited N
Purchase Date 2001-04-04
Purchase Cost 36000.00
Development Cost 0.00
15,07,368  15 Lacs+

129/130 Jalochi Plot No 7
Total Area 4655
Built Up Area
Whether Inherited N
Purchase Date 1994-02-03
Purchase Cost 0.00
Development Cost 0.00
14,99,282  14 Lacs+

129/130 Jalochi Plot No 8
Total Area 4600
Built Up Area
Whether Inherited N
Purchase Date 1994-02-03
Purchase Cost 0.00
Development Cost 0.00
14,83,425  14 Lacs+

129 Jalochi Plot No 1
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 250000.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 2
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 3
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 4
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 5
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 6
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

129 Jalochi Plot No 7
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2001-03-30
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+","Jalochi Gat no 129/130 Plot No 3
Total Area 4975
Built Up Area
Whether Inherited N
Purchase Date 2006-08-11
Purchase Cost 60635.00
Development Cost 0.00
16,03,903  16 Lacs+

Jalochi Gat no 129/130 Plot No 4
Total Area 4998
Built Up Area
Whether Inherited N
Purchase Date 2006-08-11
Purchase Cost 105000.00
Development Cost 0.00
15,47,377  15 Lacs+

Jalochi Gat no 129/130 Plot No 5
Total Area 4674
Built Up Area
Whether Inherited N
Purchase Date 2006-08-11
Purchase Cost 105000.00
Development Cost 0.00
15,03,768  15 Lacs+

Jalochi Gat no 129/130 Plot No 6
Total Area 4674
Built Up Area
Whether Inherited N
Purchase Date 1994-02-03
Purchase Cost 0.00
Development Cost 0.00
15,03,768  15 Lacs+

Jalochi Gat No 129 Plot N 10
Total Area 2663
Built Up Area
Whether Inherited N
Purchase Date 2005-12-20
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

Jalochi Gat No 129 Plot N 11
Total Area 2633
Built Up Area
Whether Inherited N
Purchase Date 2005-12-20
Purchase Cost 0.00
Development Cost 0.00
8,58,547  8 Lacs+

Nanded Survey No 23
Total Area 232416
Built Up Area
Whether Inherited N
Purchase Date 2016-03-21
Purchase Cost 0.00
Development Cost 0.00
6,96,47,000  6 Crore+

Nanded Survey No 24/1
Total Area 127678
Built Up Area
Whether Inherited N
Purchase Date 2016-03-21
Purchase Cost 0.00
Development Cost 0.00
4,32,67,860  4 Crore+",Nil,Nil,Nil,Nil, 164514573
iii,Commercial Buildings,"Lonikand Godown 320/6, 321/2
Total Area 165704 Sq Foot
Built Up Area 165704
Whether Inherited N
Purchase Date 2006-11-06
Purchase Cost 385000.00
Development Cost 7550000.00
10,85,45,992  10 Crore+",Nil,Nil,Nil,Nil,Nil, 108545992
iv,Residential Buildings,"Katewadi, Room No 1061
Total Area 10828 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
64,38,435  64 Lacs+

Room No 1284, 440, 443, 444, 445, 446
Total Area 9458 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,81,10,665  1 Crore+

Sahyog Gat No 129/130 Room No 142
Total Area 23769 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,55,94,695  1 Crore+

Subhadra Apt, Warli
Total Area 1076 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
4,37,40,327  4 Crore+","Jhiroji Apt
Total Area 4059 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,44,24,899  3 Crore+

Sindh Co Op. Hsg .Soc.
Total Area 2851 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
7,71,90,732  7 Crore+

Soba Savera A Wing
Total Area 2880 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,41,57,568  1 Crore+","Abhimanshree Hsg Plot N 3
Total Area 2087.55 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2001-08-01
Purchase Cost 566000.00
Development Cost 0.00
81,95,460  81 Lacs+",Nil,Nil,Nil, 217852781
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"24,14,38,397  24 Crore+","26,78,75,259  26 Crore+","81,95,460  81 Lacs+",Nil,Nil,Nil, 517509116
vii,Totals Calculated,"Rs 24,14,38,397
24 Crore+","Rs 26,78,75,229
26 Crore+","Rs 81,95,460
81 Lacs+",Nil,Nil,Nil, 517509086
