SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Prop at post Malgund Dist Ratnagiri Mah S No 143 H No 2 & 4
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2008-12-30
Purchase Cost 160000.00
Development Cost 0.00
7,89,300  7 Lacs+

Prop at post Malgund Dist Ratnagiri Mah S No 143 H No 5 & 6
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2010-01-14
Purchase Cost 500000.00
Development Cost 0.00
24,08,400  24 Lacs+",Nil,Nil,Nil,Nil,Nil, 3197700
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,Nil,"14 Vasundhara Apts Dr Annie Besant Rd Near Century Mills Prabhadevi mumbai 25
Total Area 1231 sqfr
Built Up Area 1375 sq ft
Whether Inherited N
Purchase Date 2004-08-12
Purchase Cost 9060000.00
Development Cost 0.00
3,25,80,000  3 Crore+",Nil,Nil,Nil,Nil, 32580000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"31,97,700  31 Lacs+","3,25,80,000  3 Crore+",Nil,Nil,Nil,Nil, 35777700
vii,Totals Calculated,"Rs 31,97,700
31 Lacs+","Rs 3,25,80,000
3 Crore+",Nil,Nil,Nil,Nil, 35777700
