SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,"Ichalkaranji Survey No. 394/2
Total Area 1Acre10R
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,00,000  35 Lacs+

Vadi Survey No. 501
Total Area 5Acre23R
Built Up Area
Whether Inherited N
Purchase Date 2007-03-08
Purchase Cost 1272265.00
Development Cost 0.00
1,76,00,000  1 Crore+

Lat Survey No. 2173/2
Total Area 21R
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
10,00,000  10 Lacs+

Ichalkaranji Survey No. 395/1
Total Area 1Acre12R
Built Up Area
Whether Inherited N
Purchase Date 2011-07-18
Purchase Cost 965000.00
Development Cost 0.00
65,00,000  65 Lacs+","Ichalkaranji Survey No. 393
Total Area 5Acre36R
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,95,00,000  2 Crore+

Ichalkaranji Survey No. 395/3
Total Area 1Acre12R
Built Up Area
Whether Inherited N
Purchase Date 2011-07-18
Purchase Cost 965000.00
Development Cost 0.00
65,00,000  65 Lacs+",Nil,Nil,Nil, 64600000
ii,Non Agricultural Land,Nil,"Shri Adinath Co-Op Housing Plot No. 41/11
Total Area 4800
Built Up Area
Whether Inherited N
Purchase Date 1998-05-23
Purchase Cost 0.00
Development Cost 0.00
30,00,000  30 Lacs+","Ichalkaranji Survey No. 13156
Total Area 5258
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
36,00,000  36 Lacs+

Ichalkaranji Survey No. 16180
Total Area 4167
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
26,00,000  26 Lacs+",Nil,Nil,Nil, 9200000
iii,Commercial Buildings,Nil,"A Lat Survey No. 2173/5 (Laxmi Packaging)
Total Area 22596
Built Up Area 17400
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 2803966.00
69,00,000  69 Lacs+",Nil,Nil,Nil,Nil, 6900000
iv,Residential Buildings,"Shubhda Gruhnirman Mumbai
Total Area 1001
Built Up Area 5398
Whether Inherited N
Purchase Date 2004-02-28
Purchase Cost 1780000.00
Development Cost 0.00
5,00,00,000  5 Crore+

Ward No. 16 CSN No. 2102 Plot No 21 Kolhapur
Total Area 5398
Built Up Area 5308
Whether Inherited N
Purchase Date 2011-07-27
Purchase Cost 6395000.00
Development Cost 26048312.00
4,06,25,000  4 Crore+",Nil,Nil,Nil,Nil,Nil, 90625000
v,Others,"Avade Enterprises Property 27.5% Part
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,10,00,000  1 Crore+",Nil,Nil,Nil,Nil,Nil, 11000000
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"10,16,25,000  10 Crore+","3,85,00,000  3 Crore+","4,22,00,000  4 Crore+",Nil,Nil,Nil, 182325000
vii,Totals Calculated,"Rs 10,16,25,000
10 Crore+","Rs 3,85,00,000
3 Crore+","Rs 4,22,00,000
4 Crore+",Nil,Nil,Nil, 182325000
