SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,"CTS NO 594&594/1 VILLAGE VILE PARLE
Total Area 400 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 2015-09-24
Purchase Cost 4500000.00
Development Cost 0.00
45,00,000  45 Lacs+",Nil,Nil,Nil,Nil, 4500000
iv,Residential Buildings,"ROAD CTS NO 599/600 VILLAGE VILLE PARLE ANDHERI WEST
Total Area 1357 SQ.FT & 1441 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 2011-07-28
Purchase Cost 5025000.00
Development Cost 300000.00
2,21,00,000  2 Crore+","ROAD CTS NO 599/600 VILLAGE VILLE PARLE ANDHERI WEST
Total Area 1357 SQ.FT & 1441 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 5025000.00
Development Cost 20815309.00
2,21,00,000  2 Crore+",Nil,Nil,Nil,Nil, 44200000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"2,21,00,000  2 Crore+","2,66,00,000  2 Crore+",Nil,Nil,Nil,Nil, 48700000
vii,Totals Calculated,"Rs 2,21,00,000
2 Crore+","Rs 2,66,00,000
2 Crore+",Nil,Nil,Nil,Nil, 48700000
