SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Sovale Khede Karjat Survey No 27 Part No 5
Total Area 2 Acre 19 Gunthe
Built Up Area
Whether Inherited N
Purchase Date 1997-12-19
Purchase Cost 140000.00
Development Cost 0.00
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil,Nil, 1200000
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Gala No 1 Padmadevi Sadan Nutan Colony Aurangabad
Total Area 596 Sq Ft
Built Up Area 716 Sq Ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,00,000  35 Lacs+","Gala No 99 Aram Nagar No 1 Andheri West Mumbai
Total Area 600 Sq Ft
Built Up Area 720 Sq Ft
Whether Inherited N
Purchase Date 2019-03-30
Purchase Cost 10500000.00
Development Cost 0.00
1,15,00,000  1 Crore+",Nil,Nil,Nil,Nil, 15000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"47,00,000  47 Lacs+","1,15,00,000  1 Crore+",Nil,Nil,Nil,Nil, 16200000
vii,Totals Calculated,"Rs 47,00,000
47 Lacs+","Rs 1,15,00,000
1 Crore+",Nil,Nil,Nil,Nil, 16200000
