SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Shirur Tajband Ahmedpur Latur 4
Total Area 20Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 1997-08-30
Purchase Cost 190000.00
Development Cost 0.00
11,00,000  11 Lacs+

Shirur Tajband Ahmedpur 41
Total Area 8Acre15Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 1995-04-06
Purchase Cost 250000.00
Development Cost 0.00
64,00,000  64 Lacs+

Shirur Tajband Ahmedpur Latur 395
Total Area 5Acre25Gunthe
Built Up Area
Whether Inherited N
Purchase Date 2006-07-06
Purchase Cost 335000.00
Development Cost 0.00
45,00,000  45 Lacs+

Shirur Tajband AHmedpur Latur 396
Total Area 2Acre38Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 2007-03-13
Purchase Cost 250000.00
Development Cost 0.00
28,00,000  28 Lacs+

Shirur Tajband Latur 583
Total Area 05Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 1995-12-27
Purchase Cost 100000.00
Development Cost 0.00
15,00,000  15 Lacs+

Dhasvadi Ahmedpur Latur 214
Total Area 2Acre
Built Up Area
Whether Inherited Y
Purchase Date 2000-08-16
Purchase Cost 50000.00
Development Cost 0.00
12,00,000  12 Lacs+

Chondi Loha Nanded 106/1
Total Area 1Acre13Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 50000.00
Development Cost 0.00
6,00,000  6 Lacs+

Shirur Tajband Ahmedpur Latur 45
Total Area 9Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
90,00,000  90 Lacs+",Nil,Nil,Nil,Nil,Nil, 27100000
ii,Non Agricultural Land,"Shirur Tajband Ahmedpur Latur 10
Total Area 252648Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 193000.00
2,80,65,480  2 Crore+

Shirur Tajband Ahmedpur Latur 183
Total Area 1150Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
10,00,000  10 Lacs+

Shirur Tajband Ahmedpur Latur 1931
Total Area 1500Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 200000.00
Development Cost 0.00
10,00,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil, 30065480
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"5,71,65,480  5 Crore+",Nil,Nil,Nil,Nil,Nil, 57165480
vii,Totals Calculated,"Rs 5,71,65,480
5 Crore+",Nil,Nil,Nil,Nil,Nil, 57165480
