SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Mou.Mahadalpur(Palso Badhe)TQ.Akola S.No.23/1
Total Area 5.21 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2002-05-31
Purchase Cost 112000.00
Development Cost 0.00
16,41,600  16 Lacs+

Mou.Mahadalpur(Palso Badhe)TQ.Akola S.No.24/1
Total Area 4.99 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2001-04-19
Purchase Cost 176000.00
Development Cost 0.00
15,79,680  15 Lacs+

Mou.PalsoTq.Akola S.No.80/1
Total Area 4.17 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 1994-12-29
Purchase Cost 20000.00
Development Cost 0.00
13,53,600  13 Lacs+

Mou.Palso BK 79/1
Total Area 2.74 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2001-06-22
Purchase Cost 81000.00
Development Cost 0.00
8,87,040  8 Lacs+

Mou.Palso BK 79/2
Total Area 0.51 Acres
Built Up Area
Whether Inherited N
Purchase Date 2011-06-24
Purchase Cost 70000.00
Development Cost 0.00
2,16,000  2 Lacs+

Mouje Bhamod Tq.Darypur Gat.No.632
Total Area 2.49 Acres
Built Up Area
Whether Inherited N
Purchase Date 2008-08-27
Purchase Cost 176000.00
Development Cost 0.00
19,54,800  19 Lacs+

Mouje Bhamod Tq.Darypur Gat.No.632
Total Area 2.49 Acres
Built Up Area
Whether Inherited N
Purchase Date 1989-07-28
Purchase Cost 14140.00
Development Cost 0.00
10,75,680  10 Lacs+

Mouje Wathodda Tq.Nagpur 1/3 Share 39
Total Area 0.98 Acres
Built Up Area
Whether Inherited N
Purchase Date 2006-12-15
Purchase Cost 3200000.00
Development Cost 0.00
2,00,00,000  2 Crore+

Mouje Bhamod Tq.Nagpur 1/3 Share 39
Total Area 4.89 Acres
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
14,67,000  14 Lacs+","Palso Taluka Akola S.NO.31/1
Total Area 4.37 Acre
Built Up Area
Whether Inherited N
Purchase Date 2014-05-20
Purchase Cost 964000.00
Development Cost 0.00
11,82,000  11 Lacs+

Mouje Jalalpur,Palso Tq.Akola 26/2
Total Area 1.80 Acres
Built Up Area
Whether Inherited N
Purchase Date 2000-05-07
Purchase Cost 35000.00
Development Cost 0.00
4,86,000  4 Lacs+

Moje.Bhamod Tq.Daryapur Gat.No.374
Total Area 8 Acres
Built Up Area
Whether Inherited N
Purchase Date 2000-03-27
Purchase Cost 128000.00
Development Cost 0.00
21,60,000  21 Lacs+",Nil,Nil,"Moje Palso BK Tq.Akola 80/1
Total Area 4.17 acers
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
11,28,000  11 Lacs+",Nil, 35131400
ii,Non Agricultural Land,"MOje Umarkhed Plot No.3,Akoala 31/4
Total Area 1961 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-04-09
Purchase Cost 619708.00
Development Cost 0.00
8,18,400  8 Lacs+

MOje Umarkhed Plot No.1,Akoala 36/1/1
Total Area 1377.00 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-04-25
Purchase Cost 520400.00
Development Cost 0.00
6,87,500  6 Lacs+

MOje Umarkhed Plot No.136,Akoala 5,15,16
Total Area 2870.00Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-06-04
Purchase Cost 5310500.00
Development Cost 0.00
70,09,200  70 Lacs+

MOje Umarkhed Plot No.137,Akoala 5,15,16
Total Area 2551.00 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-06-04
Purchase Cost 4721800.00
Development Cost 0.00
62,32,600  62 Lacs+

MOje Umarkhed Plot No.10,Akoala 31/1.30/1A,30/1B
Total Area 1303.25 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-06-29
Purchase Cost 412250.00
Development Cost 0.00
5,44,500  5 Lacs+

Moje Umri Plot No.67,68,69,70&71,Akola 83/2
Total Area 8070.00 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-06-29
Purchase Cost 927250.00
Development Cost 0.00
11,22,000  11 Lacs+

Plot AtGarakshan Road,Akola(Share-7.50%) 69.6/1
Total Area 779.25 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2014-05-03
Purchase Cost 1592325.00
Development Cost 0.00
18,15,000  18 Lacs+

Moje Umri,Akola Plot No.80 60,61,62 Nazul Plot 1,2,1,1/1,3/1,1/1/80 Area-1001.48 Sq.ft 2012-10-05 9)Moje Umri,Akola Plot No.81 1,2,1,1/1,3/1,1/1/81 Area-2002.96 2012-10-05
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 2149330.00
Development Cost 0.00
66,09,768  66 Lacs+

Moje Akola Balapur Naka(30% Shares),Moje Akola S.No.21
Total Area 1419.44 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2013-09-07
Purchase Cost 285464.00
Development Cost 0.00
6,03,000  6 Lacs+

Plot No.2,Sahkar Nagar,Akola(30% Shares)26/1
Total Area 17330 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2006-10-24
Purchase Cost 4057200.00
Development Cost 0.00
1,29,97,500  1 Crore+

Moje Kaulkhed,Akola22/1,23/1,23/1
Total Area 23456
Built Up Area
Whether Inherited N
Purchase Date 2006-10-05
Purchase Cost 77336.00
Development Cost 0.00
12,70,000  12 Lacs+

Palso bk,Tq.Akola 32
Total Area 540 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2007-04-04
Purchase Cost 30000.00
Development Cost 0.00
1,50,000  1 Lacs+

Moje Umari,Akola(Share 15%)Plot No.18,19,79B,84,148 S.No.60,61,62,74A,74B
Total Area 5455.51 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2015-11-07
Purchase Cost 11362500.00
Development Cost 0.00
1,74,57,600  1 Crore+

Moje Jainpur Tq.Daryapur
Total Area 2250.00 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2014-01-04
Purchase Cost 337500.00
Development Cost 0.00
5,62,500  5 Lacs+

Moje Uamri Akola 113 S.No.74A,74B
Total Area 2357.53 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2019-05-09
Purchase Cost 4529400.00
Development Cost 0.00
45,29,400  45 Lacs+

Moje Uamri Akola 117 S.No.74A,74B
Total Area 2454.19 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2019-05-09
Purchase Cost 4713500.00
Development Cost 0.00
47,13,500  47 Lacs+

Moje Uamri Akola 146 S.No.74A,74B
Total Area 3050.19 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2019-05-09
Purchase Cost 5850940.00
Development Cost 0.00
58,50,940  58 Lacs+","Moje Kaulkhed,Akola(Share 8.33%) 22/1,23/1,23/2 of 12700000/-
Total Area 1953.88 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2006-10-05
Purchase Cost 77336.00
Development Cost 0.00
12,70,000  12 Lacs+",Nil,Nil,Nil,Nil, 74243408
iii,Commercial Buildings,"Ramlata Business Center,Akola Nazul Plot No.6/1+7/1+12+13+14 sheet No.68.80
Total Area 400 Sq.ft
Built Up Area 400 Sq.ft
Whether Inherited N
Purchase Date 2001-05-24
Purchase Cost 300000.00
Development Cost 0.00
12,50,000  12 Lacs+",Nil,Nil,Nil,Nil,Nil, 1250000
iv,Residential Buildings,"Purva Vijay Heights,Akola 50% Share,Nazul Sheet 62B,Nazul Plot No.36/3
Total Area 433.82 sq ft
Built Up Area 433.82 sq ft
Whether Inherited N
Purchase Date 2007-03-12
Purchase Cost 200000.00
Development Cost 0.00
17,50,000  17 Lacs+",Nil,Nil,Nil,Nil,Nil, 1750000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"10,61,48,808  10 Crore+","50,98,000  50 Lacs+",Nil,Nil,"11,28,000  11 Lacs+",Nil, 112374808
vii,Totals Calculated,"Rs 10,61,48,808
10 Crore+","Rs 50,98,000
50 Lacs+",Nil,Nil,"Rs 11,28,000
11 Lacs+",Nil, 112374808
