SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Mouje-Belondakhar,Veshwi,Dighode,Kanthavali,Chanje,Mhatavali
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
20,00,00,000  20 Crore+",Nil,Nil,Nil,Nil,Nil, 200000000
ii,Non Agricultural Land,"Mouje-Dighode,Tal-Uran,Dist-Raigad,Survey No.-109/1/E,109/1/D,109/1/U,109/1/U,109/1/A,109/1/A,110/2/K
Total Area 61201 sqft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 3000000.00
Development Cost 0.00
50,00,000  50 Lacs+",Nil,Nil,Nil,Nil,Nil, 5000000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Uran,Mhatavli & Mumbai
Total Area 9450 sqft
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 5000000.00
12,50,00,000  12 Crore+",Nil,Nil,Nil,Nil,Nil, 125000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"33,00,00,000  33 Crore+",Nil,Nil,Nil,Nil,Nil, 330000000
vii,Totals Calculated,"Rs 33,00,00,000
33 Crore+",Nil,Nil,Nil,Nil,Nil, 330000000
