SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,"Mouja Wanadongri Tahil Hingna Kh.No.94/1, Ph No.46
Total Area 2.79 acres
Built Up Area
Whether Inherited N
Purchase Date 2001-03-20
Purchase Cost 50000.00
Development Cost 0.00
85,00,000  85 Lacs+",Nil,Nil,Nil,Nil, 8500000
ii,Non Agricultural Land,"Mouza Parsodi,Tahsil Nagpur, Kh No.8, Citry Survey No.4 and 5
Total Area 732.25 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2018-03-28
Purchase Cost 2219000.00
Development Cost 0.00
23,00,000  23 Lacs+

Mouza Parsodi, Tahsil Nagpur, Kh.No.7, City Survey No.5
Total Area 807.29 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2018-03-28
Purchase Cost 2603625.00
Development Cost 0.00
27,00,000  27 Lacs+","Mouza Nildoh, Tahsil Hingna Kh. No.153/2
Total Area 5000 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2010-07-14
Purchase Cost 5000000.00
Development Cost 7500000.00
2,25,00,000  2 Crore+

Mouza Parsodi, Tahsil Nagpur, Kh.No.8, City Survey No.4 and 5
Total Area 732.25 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2018-03-28
Purchase Cost 2219000.00
Development Cost 0.00
23,00,000  23 Lacs+

Mouza Parsodi Tahsil, Nagpur, Kh. No.7, City Survey no.5
Total Area 807.29 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2018-03-28
Purchase Cost 2603625.00
Development Cost 0.00
27,00,000  27 Lacs+",Nil,Nil,Nil,Nil, 32500000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,Nil,"Mouza Parsodi Tahsil, Nagpur, 15/3 Sheet No..115/12,A-2, Plot No.50, Shastri Layout
Total Area 1266 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2010-07-14
Purchase Cost 825000.00
Development Cost 0.00
20,00,000  20 Lacs+

Mouza Parsodi Tahsil Nagpur, 15/3 Sheet No.115/12, A-1, Plot No.50, Shastri Layout
Total Area 1067 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2007-11-01
Purchase Cost 900000.00
Development Cost 0.00
20,00,000  20 Lacs+

Mouza Parsodi Tahsil, Nagpur, 15/3 Sheet No. 115/12,A-3,Plot No..50, Shastri Layout
Total Area 927 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2007-11-01
Purchase Cost 850000.00
Development Cost 0.00
20,00,000  20 Lacs+",Nil,Nil,Nil,Nil, 6000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"50,00,000  50 Lacs+","4,20,00,000  4 Crore+",Nil,Nil,Nil,Nil, 47000000
vii,Totals Calculated,"Rs 50,00,000
50 Lacs+","Rs 4,20,00,000
4 Crore+",Nil,Nil,Nil,Nil, 47000000
