SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Chincholi 4 & 5
Total Area 7Acre16Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,20,00,000  1 Crore+","Lambota 253
Total Area 8Acre
Built Up Area
Whether Inherited N
Purchase Date 2016-10-04
Purchase Cost 1460000.00
Development Cost 0.00
20,00,000  20 Lacs+",Nil,Nil,Nil,Nil, 14000000
ii,Non Agricultural Land,"Nilanga 1-5/881
Total Area 1200Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2013-05-18
Purchase Cost 35000.00
Development Cost 0.00
2,00,000  2 Lacs+

289 Ward No. 1-1/7
Total Area 3435Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
80,00,000  80 Lacs+","Hargul 333/1 Plot No. 9
Total Area 6966Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2010-11-04
Purchase Cost 150000.00
Development Cost 0.00
10,00,000  10 Lacs+",Nil,Nil,"Normala 1-1/1034
Total Area 1500Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2010-10-05
Purchase Cost 1100000.00
Development Cost 0.00
25,00,000  25 Lacs+",Nil, 11700000
iii,Commercial Buildings,"Ajantha Complex Nilanga 1-1/7
Total Area 4200Sq.Ft
Built Up Area 5589Sq.Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
80,00,000  80 Lacs+",Nil,Nil,Nil,Nil,Nil, 8000000
iv,Residential Buildings,"Nilanga 1-1/7
Total Area 2500Sq.Ft
Built Up Area 3500Sq.Ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
30,00,000  30 Lacs+

Versova Mumbai C-1201
Total Area 1000Sq.Ft
Built Up Area 1000Sq.Ft
Whether Inherited N
Purchase Date 2010-07-19
Purchase Cost 4300000.00
Development Cost 0.00
1,30,00,000  1 Crore+",Nil,Nil,Nil,Nil,Nil, 16000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"4,42,00,000  4 Crore+","30,00,000  30 Lacs+",Nil,Nil,"25,00,000  25 Lacs+",Nil, 49700000
vii,Totals Calculated,"Rs 4,42,00,000
4 Crore+","Rs 30,00,000
30 Lacs+",Nil,Nil,"Rs 25,00,000
25 Lacs+",Nil, 49700000
