SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Ambavane Taluka Bhudargadh District Kolhapur GAT No. 518
Total Area 003100
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,10,825  1 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 523/1
Total Area 004989 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,11,783  2 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 523/2
Total Area 000966 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,14,596  2 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 617/1
Total Area 000900
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,99,935  1 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 617/2
Total Area 002700
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,99,870  3 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 647
Total Area 004000
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,02,450  1 Lacs+

Khanapur Ta. Bhudargadh Dist Kolhapur a)Gat No. 658
Total Area 002300
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,65,305  2 Lacs+",Nil,Nil,Nil,Nil,Nil, 1504764
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"C S no.594/1A Ravji Complex A Flat No 103
Total Area 731
Built Up Area 1124.10
Whether Inherited N
Purchase Date 2011-02-12
Purchase Cost 2466777.00
Development Cost 0.00
31,85,605  31 Lacs+

C S no.594/1A Ravji Complex B Flat No 107
Total Area 393
Built Up Area 1124.10
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 1326416.00
Development Cost 0.00
17,12,398  17 Lacs+

Ri S No759/1/3 Old More Colony Chatrapati Sambhaji Park Kolhapur
Total Area 1616
Built Up Area
Whether Inherited N
Purchase Date 1997-05-09
Purchase Cost 500000.00
Development Cost 0.00
14,00,000  14 Lacs+

R S No 1104 Arham Plaza Sahahpuri Kolhapur A Flat No FS1
Total Area 3068
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 5140000.00
Development Cost 0.00
0  

R S No 1104 Arham Plaza Sahahpuri Kolhapur A Flat No FS2
Total Area 3068
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 5140000.00
Development Cost 0.00
14,00,000  14 Lacs+",Nil,Nil,Nil,Nil,Nil, 7698003
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"2,70,03,017  2 Crore+","60,00,000  60 Lacs+",Nil,Nil,Nil,Nil, 33003017
vii,Totals Calculated,"Rs 92,02,767
92 Lacs+",Nil,Nil,Nil,Nil,Nil, 9202767
