SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Rahuri 611/1/A, 611/2/A, 619/2, Wambori 878/1/1 And 878/1/2, Vambori 878/1/2, Vambori 917/1, Vambori 878/1/2
Total Area 17Acre19Gunthe
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,24,60,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 22460000
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Flat No. 101, 1st Floor A N Bldg Lohgaon Vimannagar Pune 211/3/2
Total Area 1750Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2012-08-30
Purchase Cost 0.00
Development Cost 0.00
2,25,00,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 22500000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"4,49,60,000  4 Crore+",Nil,Nil,Nil,Nil,Nil, 44960000
vii,Totals Calculated,"Rs 4,49,60,000
4 Crore+",Nil,Nil,Nil,Nil,Nil, 44960000
