SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Survey No. 98/1/A, Laboti Mohol,
Total Area 2.18Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
26,43,750  26 Lacs+

509/1, Vadala Solapur
Total Area 1.01Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,50,000  15 Lacs+","Survey No. 406/2, Bibidarfal Solapur, 406/3 Bibidafal Solapur
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,28,75,000  1 Crore+

Survey No. 391/1/B, Bibidarfal Solapur
Total Area 2Acre
Built Up Area
Whether Inherited N
Purchase Date 1998-03-09
Purchase Cost 44217.00
Development Cost 0.00
16,25,000  16 Lacs+

Survey No. 113/1/B/1, Solapur, Survey No. 113/1/B/2, Shirapur Mohol Solapur
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
71,50,000  71 Lacs+",Nil,Nil,Nil,Nil, 25843750
ii,Non Agricultural Land,Nil,Nil,"Survey No. 315/3 Kondi Solapur
Total Area 88232Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,15,25,000  2 Crore+

Survey No. 315/4 Kondi Solapur
Total Area 308812Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 1995-05-08
Purchase Cost 452604.00
Development Cost 0.00
7,53,37,500  7 Crore+",Nil,Nil,Nil, 96862500
iii,Commercial Buildings,Nil,Nil,"Survey No. 315/5/A, Kondi Solapur
Total Area 108676Sq.Ft
Built Up Area 35895Sq.Ft
Whether Inherited N
Purchase Date 1994-03-09
Purchase Cost 151500.00
Development Cost 1764700.00
6,23,38,788  6 Crore+",Nil,Nil,Nil, 62338788
iv,Residential Buildings,"13A Sahyadri Nagar Solapur
Total Area 3848Sq.Ft
Built Up Area 1918Sq.Ft
Whether Inherited N
Purchase Date 1987-09-21
Purchase Cost 155000.00
Development Cost 715000.00
74,68,500  74 Lacs+

Kadadi Plot No. 1, Hotgi Road Solapur
Total Area 22281Sq.Ft
Built Up Area 9413Sq.Ft
Whether Inherited N
Purchase Date 2000-09-08
Purchase Cost 1500000.00
Development Cost 83754593.00
9,13,00,000  9 Crore+",Nil,Nil,Nil,Nil,Nil, 98768500
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"10,29,62,250  10 Crore+","2,16,50,000  2 Crore+","15,92,01,288  15 Crore+",Nil,Nil,Nil, 283813538
vii,Totals Calculated,"Rs 10,29,62,250
10 Crore+","Rs 2,16,50,000
2 Crore+","Rs 15,92,01,288
15 Crore+",Nil,Nil,Nil, 283813538
