SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Chinchadgaon, vaijapur, shivur, khandala
Total Area 10 acres 7.5 gunthe
Built Up Area
Whether Inherited Y
Purchase Date 2018-09-21
Purchase Cost 0.00
Development Cost 0.00
2,45,00,000  2 Crore+","Chinchadgaon, shivur
Total Area 1 acres 22 guntha
Built Up Area
Whether Inherited N
Purchase Date 2018-09-21
Purchase Cost 0.00
Development Cost 0.00
15,00,000  15 Lacs+",Nil,Nil,Nil,Nil, 26000000
ii,Non Agricultural Land,"Vaijapur, gat no. 11/1, 62, 179, 55
Total Area 7192 sq ft
Built Up Area
Whether Inherited N
Purchase Date 2014-07-17
Purchase Cost 0.00
Development Cost 0.00
51,00,000  51 Lacs+","Vaijapur gat no. 62
Total Area 6220 sq ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 500000.00
Development Cost 0.00
42,00,000  42 Lacs+",Nil,Nil,Nil,Nil, 9300000
iii,Commercial Buildings,"Vaijapur gala gat no. 164, 288, 5059, 175
Total Area 12277 sq ft
Built Up Area 10570 sq ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 4500000.00
2,10,00,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 21000000
iv,Residential Buildings,Nil,"Vaijapur ghar no. 179,
Total Area 3900 sq ft
Built Up Area 4500 sq ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 1500100.00
Development Cost 3550000.00
90,00,000  90 Lacs+",Nil,Nil,Nil,Nil, 9000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"5,06,00,000  5 Crore+","1,47,00,000  1 Crore+",Nil,Nil,Nil,Nil, 65300000
vii,Totals Calculated,"Rs 5,06,00,000
5 Crore+","Rs 1,47,00,000
1 Crore+",Nil,Nil,Nil,Nil, 65300000
