SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Dahigaon 32,131,35,39,29
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 276250.00
Development Cost 0.00
45,42,380  45 Lacs+

Sillod 89/1
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 3750000.00
Development Cost 0.00
1,01,43,000  1 Crore+","Dahigaon 40, 131
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 250370.00
Development Cost 0.00
21,86,710  21 Lacs+

Sillod 255, 257, 257, 269, 89/1
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 3193000.00
Development Cost 0.00
2,72,18,000  2 Crore+",Nil,Nil,Nil,Nil, 44090090
ii,Non Agricultural Land,"Sillod 125
Total Area 117R
Built Up Area
Whether Inherited N
Purchase Date 1992-12-31
Purchase Cost 117500.00
Development Cost 0.00
2,00,80,000  2 Crore+","Sillod 7/1, 92
Total Area 26338Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,58,460  35 Lacs+",Nil,Nil,Nil,Nil, 23638460
iii,Commercial Buildings,"Sillod 90/2
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 8104956.00
1,65,52,956  1 Crore+

Jalna
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 4540000.00
45,40,000  45 Lacs+","Sillod 90/2
Total Area 2421.46Sq.Mtr
Built Up Area
Whether Inherited N
Purchase Date 2000-08-09
Purchase Cost 1855500.00
Development Cost 1590500.00
43,58,628  43 Lacs+

Ghatnandra 2
Total Area 40R
Built Up Area
Whether Inherited N
Purchase Date 2013-01-14
Purchase Cost 180000.00
Development Cost 2145900.00
3,12,000  3 Lacs+",Nil,Nil,Nil,Nil, 25763584
iv,Residential Buildings,"Sillod 364
Total Area
Built Up Area
Whether Inherited N
Purchase Date 1998-04-21
Purchase Cost 10000.00
Development Cost 577250.00
9,90,000  9 Lacs+

Aurangabad 11411/1
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2004-08-23
Purchase Cost 2139300.00
Development Cost 1617794.00
1,24,63,750  1 Crore+

Pune 15A New Kohinoor Co Op Hsg
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2015-05-21
Purchase Cost 0.00
Development Cost 7400000.00
96,20,000  96 Lacs+

Mumbai Versova 2C 1501
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2010-07-15
Purchase Cost 4300000.00
Development Cost 12295635.00
1,22,95,635  1 Crore+","Sillod 364
Total Area 6100Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2002-09-19
Purchase Cost 165000.00
Development Cost 655000.00
4,95,000  4 Lacs+

Aurangabad Cidco A13 43&44
Total Area 6100Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2002-04-05
Purchase Cost 150000.00
Development Cost 2823598.00
1,36,62,772  1 Crore+",Nil,Nil,Nil,Nil, 49527157
v,Others,"Furniture
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,250  15 Thou+

Farming Pipe Line
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,78,500  1 Lacs+

Ajanta Auto Gas
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
64,82,700  64 Lacs+","Furniture
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
8,153  8 Thou+

Farming Pipe Line
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,12,450  2 Lacs+

Ajanta Auto Gas
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,470  35 Thou+",Nil,Nil,Nil,Nil, 6932523
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"9,79,04,171  9 Crore+","5,17,91,570  5 Crore+",Nil,Nil,Nil,Nil, 149695741
vii,Totals Calculated,"Rs 9,79,04,171
9 Crore+","Rs 5,20,47,643
5 Crore+",Nil,Nil,Nil,Nil, 149951814
