SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Agriculture land at Intai Rampur, Vikas khand , Gaindas Bujurg, Tahsil, Utraula, Dist. Balrampur U.P
Total Area 2.173 acres
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
36,94,100  36 Lacs+

Agriculture land at RampurGrant, Rehra bazar, Tahsil, Utraula, Dist. Balrampur
Total Area 1.344 acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
16,31,616  16 Lacs+","Agriculture land at Gajpur Granth, Gonda Bujurg, Tahsil Utraula, Dist. Balrampur u.p.
Total Area 1.325 acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
23,59,825  23 Lacs+

Total value of 1/6 share of 59.81 hector in Agricultural Land at Muje Javie district Osmanabad Maharashtra
Total Area 147.794 acres 1/6th share is 24.63 acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
59,80,000  59 Lacs+",Nil,Nil,Nil,Nil, 13665541
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Flat B-03 at Noor Manzil LBS Mar, Kurla W, Mumbai
Total Area 405 sq.ft.
Built Up Area 405 sq.ft.
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
60,75,000  60 Lacs+","Flat at Noor Manzil C-2, C-12 and G-8, 218 Kurla West Mumbai
Total Area 1555 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,86,60,000  1 Crore+",Nil,Nil,Nil,Nil, 24735000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"1,14,00,716  1 Crore+","2,70,00,625  2 Crore+",Nil,Nil,Nil,Nil, 38401341
vii,Totals Calculated,"Rs 1,14,00,716
1 Crore+","Rs 2,69,99,825
2 Crore+",Nil,Nil,Nil,Nil, 38400541
