SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Nigde Khed Ratnagiri
Total Area 2Acre34Gunthe
Built Up Area
Whether Inherited N
Purchase Date 1994-12-07
Purchase Cost 90000.00
Development Cost 349390.00
13,13,390  13 Lacs+

Udhle Khed
Total Area 2Acre31.7Gunthe
Built Up Area
Whether Inherited N
Purchase Date 2007-07-17
Purchase Cost 606500.00
Development Cost 7767401.00
55,00,000  55 Lacs+","Nigde Khed Ratnagiri
Total Area 2Acre34Gunthe
Built Up Area
Whether Inherited N
Purchase Date 1994-12-07
Purchase Cost 90000.00
Development Cost 1247890.00
13,13,390  13 Lacs+

Udhle Khed
Total Area 2Acre31.7Gunthe
Built Up Area
Whether Inherited N
Purchase Date 2007-07-17
Purchase Cost 606500.00
Development Cost 1599261.00
55,00,000  55 Lacs+

Kolai Murud Raigad
Total Area 9.35Acres
Built Up Area
Whether Inherited N
Purchase Date 2014-03-21
Purchase Cost 43504500.00
Development Cost 0.00
2,61,12,710  2 Crore+",Nil,Nil,Nil,Nil, 39739490
ii,Non Agricultural Land,"Mahakali Joggers Park
Total Area 17216Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2005-06-18
Purchase Cost 300000.00
Development Cost 21874939.00
6,24,40,000  6 Crore+","Mahakali Joggers Park
Total Area 17216Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2005-06-18
Purchase Cost 300000.00
Development Cost 21874939.00
6,24,40,000  6 Crore+",Nil,Nil,Nil,Nil, 124880000
iii,Commercial Buildings,"Shop A/One- 4 Green Field Jogeshwari
Total Area 335Sq.Ft
Built Up Area 452Sq.Ft
Whether Inherited N
Purchase Date 1994-08-27
Purchase Cost 100000.00
Development Cost 0.00
63,05,316  63 Lacs+

Sainath Medical Stores Jogeshwari
Total Area 120Sq.Ft
Built Up Area 162Sq.Ft
Whether Inherited N
Purchase Date 1983-10-10
Purchase Cost 25000.00
Development Cost 0.00
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil,Nil, 7505316
iv,Residential Buildings,"Ravindra Ghar New Shamnagar 400060
Total Area 140Sq.Ft
Built Up Area 198Sq.Ft
Whether Inherited N
Purchase Date 1982-01-20
Purchase Cost 20000.00
Development Cost 0.00
2,00,000  2 Lacs+

Rajeshwar Society A-102, Jogeshwari Vikhroli
Total Area 270Sq.Ft
Built Up Area 365Sq.Ft
Whether Inherited N
Purchase Date 2005-12-27
Purchase Cost 372500.00
Development Cost 0.00
42,43,634  42 Lacs+

Kalpataru Estate 2 C-161 Jogeshwari Vikhroli 400093
Total Area 345Sq.Ft
Built Up Area 465.5Sq.Ft
Whether Inherited N
Purchase Date 2007-04-13
Purchase Cost 328610.00
Development Cost 0.00
95,00,000  95 Lacs+

Oberoi Splender C-1304, Jogeshwari Vikhroli 400093
Total Area 891Sq.Ft
Built Up Area 987Sq.Ft
Whether Inherited N
Purchase Date 2012-01-13
Purchase Cost 8912597.00
Development Cost 0.00
2,50,00,000  2 Crore+","Kalpataru Estate 2 C-161 Jogeshwari Vikhroli 400093
Total Area 345Sq.Ft
Built Up Area 465.5Sq.Ft
Whether Inherited N
Purchase Date 2007-04-13
Purchase Cost 3282610.00
Development Cost 0.00
95,00,000  95 Lacs+

R No. 454 Chawl No. 64 Mumbaikar Society
Total Area 750Sq.Ft
Built Up Area 750Sq.Ft
Whether Inherited N
Purchase Date 2015-12-05
Purchase Cost 0.00
Development Cost 0.00
90,00,000  90 Lacs+","Kalpataru Estate 1B-13 Jogeshwari Vikhroli 167
Total Area 851Sq.Ft
Built Up Area 1148Sq.Ft
Whether Inherited N
Purchase Date 2010-07-23
Purchase Cost 15700000.00
Development Cost 0.00
2,05,00,000  2 Crore+

Kalpataru Estate 1B-14, Jogeshwari Link Road
Total Area 851Sq.Ft
Built Up Area 1148Sq.Ft
Whether Inherited N
Purchase Date 2010-07-23
Purchase Cost 15700000.00
Development Cost 0.00
2,05,00,000  2 Crore+",Nil,Nil,Nil, 98443634
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"11,57,02,340  11 Crore+","11,38,66,100  11 Crore+","4,10,00,000  4 Crore+",Nil,Nil,Nil, 270568440
vii,Totals Calculated,"Rs 11,57,02,340
11 Crore+","Rs 11,38,66,100
11 Crore+","Rs 4,10,00,000
4 Crore+",Nil,Nil,Nil, 270568440
