SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"gut no 134
Total Area 7 acers
Built Up Area
Whether Inherited N
Purchase Date 2017-11-06
Purchase Cost 1575000.00
Development Cost 0.00
16,50,000  16 Lacs+","Serve no 108
Total Area 7.5 acers
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
18,80,150  18 Lacs+",Nil,"Serve no 109
Total Area 5 acers
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
12,25,130  12 Lacs+

gut no 134
Total Area 7 acers
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
16,50,000  16 Lacs+",Nil,Nil, 6405280
ii,Non Agricultural Land,"Plot no ts 11
Total Area 50000 sq ft
Built Up Area
Whether Inherited N
Purchase Date 2016-11-23
Purchase Cost 1235000.00
Development Cost 0.00
12,35,000  12 Lacs+",Nil,Nil,Nil,Nil,Nil, 1235000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"b 503 sector no 30/1/1 pune 411045
Total Area 832.50sqft
Built Up Area 832.50sqft
Whether Inherited N
Purchase Date 2016-08-24
Purchase Cost 1750000.00
Development Cost 0.00
45,00,000  45 Lacs+","setor 20 kharghar
Total Area 850sqft
Built Up Area 850sqft
Whether Inherited N
Purchase Date 2007-06-01
Purchase Cost 1728619.00
Development Cost 0.00
71,98,800  71 Lacs+

B 503 Sector no pune 411045
Total Area 832.50sqft
Built Up Area 832.50sqft
Whether Inherited N
Purchase Date 2016-08-24
Purchase Cost 1750000.00
Development Cost 0.00
45,00,000  45 Lacs+",Nil,Nil,Nil,Nil, 16198800
v,Others,Nil,"Shope no 5 Sector 12 District 410210
Total Area 377sqft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,61,000  3 Lacs+",Nil,Nil,Nil,Nil, 361000
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"73,85,000  73 Lacs+","1,39,39,950  1 Crore+",Nil,"28,75,130  28 Lacs+",Nil,Nil, 24200080
vii,Totals Calculated,"Rs 73,85,000
73 Lacs+","Rs 1,39,39,950
1 Crore+",Nil,"Rs 28,75,130
28 Lacs+",Nil,Nil, 24200080
