SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Anjani & Nagewadi 7,17,18,22,23,24,36,46,49,150,189,197,363,246 Dahiwadi -60,834,108,58
Total Area 4 H 47 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 1000000.00
79,47,060  79 Lacs+",Nil,Nil,"Nagewadi 246
Total Area 1 H. 44 R
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
27,85,153  27 Lacs+",Nil,Nil, 10732213
ii,Non Agricultural Land,"Tasgaon 222/1+2/A
Total Area 0 H.03 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
6,45,000  6 Lacs+",Nil,Nil,Nil,Nil,Nil, 645000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Anjani Gra.Property No.137,158,162,280,316,327,733 299-Joint Area
Total Area 199.904 Sq.Ft.
Built Up Area 129.2 Sq.ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
21,29,553  21 Lacs+",Nil,Nil,"Anjani Property No.137,158,162,280,316,327,733 Nagewadi-gramin PropertyNo.299 Joint Area
Total Area 99.952 Sq.Ft.
Built Up Area 64.6 Sq.Ft.
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
10,64,777  10 Lacs+","Anjani Gramin Property No.137,158,162,280,316,327733 Nagewadi-Gramin Property No.299-Joint Area
Total Area 99.952 Sq.Ft.
Built Up Area 64.6 Sq.Ft.
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
10,64,777  10 Lacs+

Plot No. 1201 Rajyog Co-Op. Hosuing Society.Ltd. Andheri-West,Mumbai 400053
Total Area 77.36 Sq.Ft
Built Up Area 77.36 Sq.Ft
Whether Inherited N
Purchase Date 2019-01-07
Purchase Cost 9043703.00
Development Cost 0.00
1,34,06,797.44  1 Crore+","Anjani Gramin Property No. 137,158,162 ,280,316,327,733 Nagewadi-Gramin Property No.299-Joint Area
Total Area 99.952 Sq.Ft.
Built Up Area 64.6 Sq.Ft.
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
10,64,777  10 Lacs+", 18730681.44
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"1,17,21,615  1 Crore+",Nil,Nil,"38,49,930  38 Lacs+","1,44,71,574  1 Crore+","10,64,777  10 Lacs+", 31107896
vii,Totals Calculated,"Rs 1,07,21,613
1 Crore+",Nil,Nil,"Rs 38,49,930
38 Lacs+","Rs 1,44,71,574.44
1 Crore+","Rs 10,64,777
10 Lacs+", 30107894.44
