SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,"405, SHRISTHI PLAZA COMMERCIAL PREMISES CO OP SOCIETY VIHAR ROAD POWAI MUMBAI 400072, 190/1 to 5, 190/8 & 191, 191/1 to 7 (Village Tunga)
Total Area 250 SQ FT
Built Up Area 300 SQ FT
Whether Inherited N
Purchase Date 2007-08-14
Purchase Cost 393750.00
Development Cost 0.00
55,66,000  55 Lacs+",Nil,Nil,Nil,Nil,Nil, 5566000
iv,Residential Buildings,"FALT NO.C 104/A SILVER BIRCH VASANT VIHAR MULUND (W), MUMBAI - 80, 29,29/2, 29/3A, 29/3B, 29/4 to 6, 29/11 to 19, 617A, 617B & 617C(Village Mulund)
Total Area 570 SQ FT
Built Up Area 684.15 SQ FT
Whether Inherited N
Purchase Date 2004-06-30
Purchase Cost 1748000.00
Development Cost 0.00
82,73,000  82 Lacs+

FLAT NO.C 104/B SILVER BIRCH, MULUND VASANT GARDEN MULUND WEST, MUMBAI 80, 29,29/2, 29/3A, 29/3B, 29/4 to 6, 29/11 to 19, 617A, 617B & 617C(Village Mulund)
Total Area 396 SQ FT
Built Up Area 475.33 SQ FT
Whether Inherited N
Purchase Date 2004-06-30
Purchase Cost 1212000.00
Development Cost 0.00
57,48,000  57 Lacs+

FLAT NO.202, SECONF FLOOR, B WING SAGAR GARDEN CO OP SOCIETY LBS ROAD MULUND MUMBAI 80, 554,554/1 to 554/9 (Village Nahur)
Total Area 991 SQ FT
Built Up Area 1189.63 SQ FT
Whether Inherited N
Purchase Date 2009-12-12
Purchase Cost 8000000.00
Development Cost 0.00
1,53,79,000  1 Crore+",Nil,Nil,Nil,Nil,Nil, 29400000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"3,49,66,000  3 Crore+",Nil,Nil,Nil,Nil,Nil, 34966000
vii,Totals Calculated,"Rs 3,49,66,000
3 Crore+",Nil,Nil,Nil,Nil,Nil, 34966000
