SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"505
Total Area 2.66heq.
Built Up Area
Whether Inherited N
Purchase Date 2002-08-22
Purchase Cost 250000.00
Development Cost 0.00
52,06,950  52 Lacs+

509
Total Area 0.19heq.
Built Up Area
Whether Inherited N
Purchase Date 1998-04-23
Purchase Cost 11667.00
Development Cost 0.00
1,33,380  1 Lacs+

440
Total Area 0.12.66Heq
Built Up Area
Whether Inherited N
Purchase Date 1983-12-21
Purchase Cost 2124.00
Development Cost 0.00
2,47,820  2 Lacs+

458
Total Area 0.15.66heq
Built Up Area
Whether Inherited N
Purchase Date 1983-01-02
Purchase Cost 2832.00
Development Cost 0.00
3,06,545  3 Lacs+

350A
Total Area 0.65.66heq
Built Up Area
Whether Inherited N
Purchase Date 1998-06-22
Purchase Cost 33334.00
Development Cost 0.00
4,60,934  4 Lacs+

322
Total Area 0.80hec
Built Up Area
Whether Inherited N
Purchase Date 2001-03-28
Purchase Cost 127692.00
Development Cost 0.00
15,66,000  15 Lacs+

57
Total Area 0.24hec
Built Up Area
Whether Inherited N
Purchase Date 2001-03-28
Purchase Cost 38308.00
Development Cost 0.00
4,69,800  4 Lacs+

388/1A/2A
Total Area 2.5hec
Built Up Area
Whether Inherited N
Purchase Date 2000-01-12
Purchase Cost 108000.00
Development Cost 0.00
17,23,250  17 Lacs+

443
Total Area 0.08hec
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,56,600  1 Lacs+

439
Total Area 0.2702hec
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
5,28,917  5 Lacs+

449
Total Area 0.36.66hec
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
7,17,620  7 Lacs+

1879
Total Area 0.01hec
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
20,000  20 Thou+",Nil,Nil,Nil,Nil,Nil, 11537816
ii,Non Agricultural Land,"Vasube 30
Total Area 32.33H.R
Built Up Area
Whether Inherited N
Purchase Date 1999-01-22
Purchase Cost 46667.00
Development Cost 0.00
58,19,400  58 Lacs+

Miraj 921/1/A/4
Total Area 0.14H.R
Built Up Area
Whether Inherited N
Purchase Date 1996-02-09
Purchase Cost 500000.00
Development Cost 0.00
1,02,72,630  1 Crore+",Nil,Nil,Nil,Nil,Nil, 16092030
iii,Commercial Buildings,"Prabhat Centre New Mumbai
Total Area 290Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 1990-09-11
Purchase Cost 80000.00
Development Cost 0.00
35,09,000  35 Lacs+",Nil,Nil,Nil,Nil,Nil, 3509000
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Others,"Vadi Ratnagiri Kolhapur 664/2
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
52,50,000  52 Lacs+",Nil,Nil,Nil,Nil,Nil, 5250000
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"3,63,78,746  3 Crore+",Nil,Nil,Nil,Nil,Nil, 36378746
vii,Totals Calculated,"Rs 3,63,88,846
3 Crore+",Nil,Nil,Nil,Nil,Nil, 36388846
