SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Adgaon 146, 192, Umra, Balsond 59
Total Area 3 Acre 12R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
55,51,267  55 Lacs+","Adgaon 171
Total Area 8.03
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
25,00,000  25 Lacs+",Nil,Nil,Nil,Nil, 8051267
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,"142 Hingoli Plot No. 1, 203, 211, 212
Total Area 48.97Sq.Mtr
Built Up Area
Whether Inherited N
Purchase Date 2018-12-21
Purchase Cost 0.00
Development Cost 0.00
34,85,543  34 Lacs+",Nil,Nil,Nil,Nil,Nil, 3485543
iv,Residential Buildings,"Adgaon Gram Panchayat 217, 220
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,00,000  15 Lacs+",Nil,Nil,Nil,Nil,Nil, 1500000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"1,05,36,810  1 Crore+","25,00,000  25 Lacs+",Nil,Nil,Nil,Nil, 13036810
vii,Totals Calculated,"Rs 1,05,36,810
1 Crore+","Rs 25,00,000
25 Lacs+",Nil,Nil,Nil,Nil, 13036810
