SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Half Shares in agriculture land Bearing Khasra Survey No. 207/2 Admeasuring About 1.59 Hr i.e. about 3.95 Acres Mouza-Gumthi,Tahsil-Kamptee,District-Nagpur
Total Area 3.95 Acre
Built Up Area
Whether Inherited N
Purchase Date 2011-03-07
Purchase Cost 369440.00
Development Cost 0.00
10,30,000  10 Lacs+

Half share in agriculture land bearing Khasra Survey No. 207/3,Admeasuring About 1.33 HR i.,e., about 2.04 Acres,Situated at mouza-Gumthi,Tahsil-Kamptee,District-Nagpur
Total Area 2.04 Acres
Built Up Area
Whether Inherited N
Purchase Date 2011-03-07
Purchase Cost 420140.00
Development Cost 0.00
13,30,000  13 Lacs+","Half Shares in agriculture land Bearing Khasra Survey No. 207/2 Admeasuring About 1.59 Hr i.e. about 3.95 Acres Mouza-Gumthi,Tahsil-Kamptee,District-Nagpur
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2011-03-07
Purchase Cost 369440.00
Development Cost 0.00
10,30,000  10 Lacs+

Half share in agriculture land bearing Khasra Survey No. 207/3,Admeasuring About 1.33 HR i.,e., about 2.04 Acres,Situated at mouza-Gumthi,Tahsil-Kamptee,District-Nagpur
Total Area 2.04 Acres
Built Up Area
Whether Inherited N
Purchase Date 2011-03-07
Purchase Cost 420140.00
Development Cost 0.00
13,30,000  13 Lacs+

Agriculture Land bearing Khasra Survey No. 207/1, admeasuring About 1.19 HR i.e, about 2.93 Acres, Situated at mouza-Gumthi, Tahsil-Kamptee,District-Nagpur
Total Area 2.93 Acre
Built Up Area
Whether Inherited N
Purchase Date 2012-05-31
Purchase Cost 432990.00
Development Cost 0.00
15,41,000  15 Lacs+",Nil,Nil,Nil,Nil, 6261000
ii,Non Agricultural Land,"Plot No. 26-A,Benzanbagh Pragatshil Kamgar Gruh nirman Sahkari Santha Maryadit, Kh. No. 1,2 to 8, 9/2 K, 1 to 8/3, 1 to 8/4, 10/1, 10/2, 10/3, Mouza-Hansapuri, 296.28 Sq.Metrs
Total Area 3188.86 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 12061.00
Development Cost 0.00
95,60,000  95 Lacs+

Plot No. 64 & 65, P.H.No. 11, Patankar Chowk , Mouza-Indora, Nagpur Total ARea 450.74 Sq.Mtrs
Total Area 4849.96 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 1993-01-31
Purchase Cost 83988.00
Development Cost 0.00
84,54,000  84 Lacs+

Plot No. 81 & 82, Sheet No. 347/17, City Survey No. 34, P.H. No. 11, Total Area 399.41 Sq.Mtrs Patankar Chowk Maouza-Indora,Nagpur
Total Area 4297.65 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2001-05-11
Purchase Cost 333000.00
Development Cost 0.00
76,69,000  76 Lacs+","Plot No. 26-A-1, Benzanbagh pragatshil Kamgar Gruh Nirman Sahakari Santha Maryadit, Kh.No.1, 2 to8, 9/2 k, 1 to 8/3, 1 to 8/4, 10/1, 10/2 10/3,Mouza-Hansapuri, 296.28 Sq.Mtrs i.e.
Total Area 3188.86 Sq.ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 5076.00
Development Cost 0.00
95,60,000  95 Lacs+

Plot No. 66, 67, 83 Sheet No. 348/17,City Survey No. 34,P.H.No. 11 Total Area 399.61 Sq. Mtrs patankar Chowk Maouza-Indora,Nagpur
Total Area 4299.80 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2001-05-11
Purchase Cost 238000.00
Development Cost 0.00
76,72,000  76 Lacs+

Plot No. 17, Admeasuring 168 Sq.Mtrs. Being Kh.No.81/1,City survey No. 543/1/56, Sheet No. 701/60, P.H.No.44 Situated at manish Nagar, mouza-Somalwada, District-Nagpur
Total Area 1808 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 2005-01-05
Purchase Cost 160640.00
Development Cost 0.00
41,40,000  41 Lacs+

Plot No. 122,admeasuring 242.20 Sq.Mtrs, Bearing Khasra No.5/2, City Survey No. 1, Jai bajrang Gruh Nirman Sahkari Sanstha, Mouza-Telangkhedi, District-Nagpur
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2003-04-02
Purchase Cost 358492.00
Development Cost 0.00
12,00,000  12 Lacs+

Plot No. 84, Sheet No. 348/17, City Survey No. 34, P.H. No. 11, total area 139.354 Sq,. Mtrs. i.e. 1499.44, at Patankar Chowk, Mouza-lndora, Nagpur purchased on 08/05/201
Total Area 139.354 Sq.Mt.
Built Up Area
Whether Inherited N
Purchase Date 2011-05-08
Purchase Cost 110000.00
Development Cost 0.00
26,75,000  26 Lacs+",Nil,Nil,Nil,Nil, 50930000
iii,Commercial Buildings,"Flot at Mumbai Shares of Flat in Subhasda sahakari Gruh Nirman Sahkari Sanstha Maryadit,Pachkanwal Road warli Mumbai
Total Area
Built Up Area
Whether Inherited N
Purchase Date 2001-05-10
Purchase Cost 5750000.00
Development Cost 0.00
6,00,00,000  6 Crore+

Flot No. 1702 at Mumbai Share in bearing C.S. No. 833 plot no 141A Ambivali Village, Near nitu Mandke Hospital,At Ashirvad Co-Operative Housing Society, Warsowa, Mumbbai
Total Area 1124 Sq. Mtrs
Built Up Area
Whether Inherited N
Purchase Date 2004-12-20
Purchase Cost 4476225.00
Development Cost 0.00
3,30,00,000  3 Crore+","Flat No. D-511 At Mumbai Share in bearing C.S.No. 119/F/1A at silver crest, Tungwa,Pawai, Mumbai total Area 78.42 Sq.Mtrs
Total Area 78.42 Sq.Mtrs
Built Up Area
Whether Inherited N
Purchase Date 2004-03-17
Purchase Cost 310000.00
Development Cost 0.00
1,80,00,000  1 Crore+

Flat No.B-302,Builtup Area 65.515 Sq.Mtrs Situated on forth floor of ""Swami Sadan"" Constructed on plot no. 206/1-a,land bearing Kh.No.206/1, City survey No. 1634/1,Sheet No. 40,chalta No.2, G.P.O. Square, civil lines, Mouza-Sitabuldi, Nagpur
Total Area 65.515 sq.mtrs
Built Up Area
Whether Inherited N
Purchase Date 2010-12-30
Purchase Cost 3082484.00
Development Cost 0.00
60,00,000  60 Lacs+",Nil,Nil,Nil,Nil, 117000000
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Others,"Furniture & Fixture
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 201090.00
Development Cost 0.00
4,00,000  4 Lacs+",Nil,Nil,Nil,Nil,Nil, 400000
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"12,14,43,000  12 Crore+","5,31,48,000  5 Crore+",Nil,Nil,Nil,Nil, 174591000
vii,Totals Calculated,"Rs 12,14,43,000
12 Crore+","Rs 5,31,48,000
5 Crore+",Nil,Nil,Nil,Nil, 174591000
