SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"2811/67 At Rajasthan
Total Area 1 Guntha
Built Up Area
Whether Inherited N
Purchase Date 2008-03-20
Purchase Cost 3000.00
Development Cost 0.00
21,600  21 Thou+",Nil,Nil,Nil,Nil,Nil, 21600
ii,Non Agricultural Land,"50% Share In Open Plot At Lonavala S No 205/A1/1A7 CTS 200A(P) 200B
Total Area 39826 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 1993-02-11
Purchase Cost 106762.00
Development Cost 0.00
78,00,000  78 Lacs+","50% Share In Open Plot At Lonavala S No 205/A1/1A7 CTS 200A(P) 200B
Total Area 39826 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 1993-02-11
Purchase Cost 106762.00
Development Cost 0.00
78,00,000  78 Lacs+",Nil,Nil,Nil,Nil, 15600000
iii,Commercial Buildings,"1st Flr Sachdev Complex Goal Maidan Ulhasnagar 1
Total Area 1194 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2003-11-21
Purchase Cost 200000.00
Development Cost 0.00
31,20,000  31 Lacs+

Shop No 7 Sachdev Complex Goal Maidan Ulhasnagar 1
Total Area 322 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2004-06-30
Purchase Cost 268710.00
Development Cost 0.00
9,00,000  9 Lacs+","Shop No 10 Sachdev Complex Goal Maidan Ulhasnagar 1
Total Area 304 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2007-10-17
Purchase Cost 220821.00
Development Cost 0.00
9,00,000  9 Lacs+",Nil,Nil,Nil,Nil, 4920000
iv,Residential Buildings,"Laxmi Palace Flar No 202 Sapna Garden Ulhasnagar 3
Total Area 1550 Sq Ft
Built Up Area
Whether Inherited N
Purchase Date 2004-12-29
Purchase Cost 1711020.00
Development Cost 869928.00
72,00,000  72 Lacs+","A) Laxmi Palace Flar No 202 Sapna Garden Ulhasnagar 3 Area 1280 Sq Ft Date Of Purchase 2004/12/29 Cost Of Purchase 4270292 B) Residential Bunglow At Matheran Area 5207 Sq Ft Date Of Purchase 2017/03/31 Cost of Purchase 29700000
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 33970292.00
Development Cost 4976600.00
57,60,000  57 Lacs+",Nil,Nil,Nil,Nil, 12960000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"1,90,41,600  1 Crore+","1,44,60,000  1 Crore+",Nil,Nil,Nil,Nil, 33501600
vii,Totals Calculated,"Rs 1,90,41,600
1 Crore+","Rs 1,44,60,000
1 Crore+",Nil,Nil,Nil,Nil, 33501600
