SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Muda 74, 75, 18, Bori 164, Shirur 3350, 1044 Adgaon 276
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,53,14,560  2 Crore+",Nil,Nil,Nil,Nil,Nil, 25314560
ii,Non Agricultural Land,"Survey No. 126/2 Jintur, 26/K/6 Mahabaleshwar, Rajura 30
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
5,14,70,185  5 Crore+",Nil,Nil,Nil,Nil,Nil, 51470185
iii,Commercial Buildings,"Wadgaon Pune 29A/1/3/5
Total Area 2524Sq.Ft
Built Up Area 1915.55Sq.Ft
Whether Inherited N
Purchase Date 2019-02-14
Purchase Cost 27495000.00
Development Cost 0.00
2,74,95,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 27495000
iv,Residential Buildings,"Manpada Thane
Total Area 64.56Sq.Ft
Built Up Area 64.86Sq.Mtr
Whether Inherited N
Purchase Date 2018-12-13
Purchase Cost 6921900.00
Development Cost 0.00
1,16,17,465  1 Crore+","Uran Raigad Flat
Total Area 614.50Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2015-04-08
Purchase Cost 3159000.00
Development Cost 0.00
28,85,455  28 Lacs+

Kharadi Pune
Total Area 333.17Sq.Mtr
Built Up Area
Whether Inherited N
Purchase Date 1992-07-27
Purchase Cost 3159000.00
Development Cost 0.00
95,55,462  95 Lacs+",Nil,Nil,Nil,Nil, 24058382
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"11,58,97,210  11 Crore+","1,21,40,917.60  1 Crore+",Nil,Nil,Nil,Nil, 128038127.60
vii,Totals Calculated,"Rs 11,58,97,210
11 Crore+","Rs 1,24,40,917
1 Crore+",Nil,Nil,Nil,Nil, 128338127
