SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Vakav 139,198,196,199
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 60000.00
Development Cost 150000.00
26,00,000  26 Lacs+","Uplai Khurd 465/02
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 50000.00
Development Cost 0.00
18,00,000  18 Lacs+",Nil,Nil,Nil,Nil, 4400000
ii,Non Agricultural Land,"Vadgaon 13A, 13B
Total Area 7200Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2003-04-28
Purchase Cost 11520000.00
Development Cost 0.00
3,20,00,000  3 Crore+

Uruli 27/10
Total Area 4300Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2006-06-07
Purchase Cost 2550000.00
Development Cost 0.00
1,20,00,000  1 Crore+

Vagholi 718
Total Area 180R
Built Up Area
Whether Inherited N
Purchase Date 2010-12-08
Purchase Cost 9512000.00
Development Cost 0.00
2,30,00,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 67000000
iii,Commercial Buildings,"Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
50,00,000  50 Lacs+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
70,00,000  70 Lacs+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
35,00,00,000  35 Crore+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
30,00,000  30 Lacs+",Nil,Nil,Nil,Nil,Nil, 365000000
iv,Residential Buildings,"Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
4,50,00,000  4 Crore+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
25,00,000  25 Lacs+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
25,00,000  25 Lacs+

Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
5,10,66,100  5 Crore+","82/2 Apo Savant VIhar 46 Jayant Bungalow
Total Area 5000Sq.ft
Built Up Area 5000Sq.Ft
Whether Inherited N
Purchase Date 2009-09-12
Purchase Cost 0.00
Development Cost 25000000.00
5,50,00,000  5 Crore+",Nil,"82/2 Savant Vihar
Total Area 5000Sq.Ft
Built Up Area 5000Sq.Ft
Whether Inherited N
Purchase Date 2009-09-12
Purchase Cost 0.00
Development Cost 0.00
5,50,00,000  5 Crore+","82/2 Savant Vihar
Total Area 5000Sq.ft
Built Up Area 5000Sq.Ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
5,50,00,000  5 Crore+",Nil, 266066100
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"53,56,66,100  53 Crore+","5,68,00,000  5 Crore+",Nil,"5,50,00,000  5 Crore+","5,50,00,000  5 Crore+",Nil, 702466100
vii,Totals Calculated,"Rs 53,56,66,100
53 Crore+","Rs 5,68,00,000
5 Crore+",Nil,"Rs 5,50,00,000
5 Crore+","Rs 5,50,00,000
5 Crore+",Nil, 702466100
