SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Kahnapur Tal. Bhudargad 482, 496,498,501,482,496,498,501,1278
Total Area 3 Acres 15.50 R
Built Up Area 5 To 9
Whether Inherited Y
Purchase Date 2001-04-16
Purchase Cost 50000.00
Development Cost 0.00
24,60,711  24 Lacs+",Nil,Nil,Nil,Nil,Nil, 2460711
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,"Gargoti Tal. Bhudargad 1) 3787 2)3788
Total Area 1366.52 SQ Ft
Built Up Area 1366.52 Sq Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
26,27,376  26 Lacs+",Nil,Nil,Nil,Nil,Nil, 2627376
iv,Residential Buildings,"Gargoti Tal Bhudargad 1)3780 2)3781 3)3782 4)3783 5)3786 6)3796 7)3797
Total Area 750.51 Sq Ft
Built Up Area 750.51 Sq Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
11,40,997  11 Lacs+","Gargoti Tal . Bhudargad 3785
Total Area 5046.44 Sq Ft
Built Up Area 2044.4 sq Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
38,69,656  38 Lacs+",Nil,Nil,Nil,Nil, 5010653
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"62,29,085  62 Lacs+","38,69,656  38 Lacs+",Nil,Nil,Nil,Nil, 10098741
vii,Totals Calculated,"Rs 62,29,084
62 Lacs+","Rs 38,69,656
38 Lacs+",Nil,Nil,Nil,Nil, 10098740
