SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Zilpi 86(2)
Total Area 4.32 acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
30,00,000  30 Lacs+","Shirpur 66(a)
Total Area 3.01 acre
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 150000.00
Development Cost 0.00
18,00,000  18 Lacs+",Nil,Nil,Nil,Nil, 4800000
ii,Non Agricultural Land,Nil,"Mouja Revsa, Survey No. 81/6, Plot No. 80,
Total Area 1647 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2004-04-26
Purchase Cost 34500.00
Development Cost 0.00
0  

Mouja Aakoli, Survey No. 59/1, 59/2 And 59/2-a, Plot No. 36a, 36b
Total Area 3100.2 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-11-22
Purchase Cost 432000.00
Development Cost 0.00
0  

Mauja Rahatgaon, Survey No.24, Plot No. 30b, 31a
Total Area 3250.08 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-12-24
Purchase Cost 250000.00
Development Cost 0.00
20,00,000  20 Lacs+",Nil,Nil,Nil,Nil, 2000000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Dharni ward No.4 Sheet No.4 Plot No.206
Total Area 6002.36 sq.ft.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 2000000.00
1,00,00,000  1 Crore+",Nil,Nil,Nil,Nil,Nil, 10000000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"1,30,00,000  1 Crore+","38,00,000  38 Lacs+",Nil,Nil,Nil,Nil, 16800000
vii,Totals Calculated,"Rs 1,30,00,000
1 Crore+","Rs 38,00,000
38 Lacs+",Nil,Nil,Nil,Nil, 16800000
