SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Babhalgaon 518
Total Area 12.108Acres
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
56,35,000  56 Lacs+

Sarsa Latur 131/01
Total Area 3.95Acres
Built Up Area
Whether Inherited N
Purchase Date 1993-12-02
Purchase Cost 71205.00
Development Cost 0.00
12,80,000  12 Lacs+

Sarsa Latur 132/01
Total Area 2.47Acres
Built Up Area
Whether Inherited N
Purchase Date 1993-12-02
Purchase Cost 53530.00
Development Cost 0.00
6,00,000  6 Lacs+

Wanjerkheda Latur 120/01
Total Area 11.614Acres
Built Up Area
Whether Inherited N
Purchase Date 1996-01-03
Purchase Cost 342000.00
Development Cost 0.00
37,60,000  37 Lacs+","Babhalgaon Latur 492
Total Area 4.942Acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
23,00,000  23 Lacs+

Babhalgaon 279
Total Area 6.622Acres
Built Up Area
Whether Inherited N
Purchase Date 2016-06-03
Purchase Cost 6000000.00
Development Cost 0.00
70,00,000  70 Lacs+",Nil,Nil,Nil,Nil, 20575000
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,"Shop No 1 Worli Sagar Co Operative Society Mumbai 789
Total Area 444Sq.Ft
Built Up Area 532.925Sq.Ft
Whether Inherited N
Purchase Date 1994-12-05
Purchase Cost 2132000.00
Development Cost 0.00
2,41,02,375  2 Crore+

Shop No. 36, Cannaught Place Aurangabad 75 & 76
Total Area 819.46Sq.Ft
Built Up Area 819.463Sq.Ft
Whether Inherited N
Purchase Date 1998-08-05
Purchase Cost 100891.00
Development Cost 0.00
62,42,660  62 Lacs+",Nil,Nil,Nil,Nil,Nil, 30345035
iv,Residential Buildings,"Wada Babhalgaon 553 & 539
Total Area 1712.552Sq.Ft
Built Up Area 1712.552Sq.Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
25,49,379  25 Lacs+

Flat No. 203 Cannaught Place Mukundwadi Aurangabad 75 & 76
Total Area 1480.373Sq.Ft
Built Up Area 1480.373Sq.Ft
Whether Inherited N
Purchase Date 1998-08-05
Purchase Cost 182275.00
Development Cost 0.00
50,88,610  50 Lacs+",Nil,Nil,Nil,Nil,Nil, 7637989
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"4,92,58,024  4 Crore+","93,00,000  93 Lacs+",Nil,Nil,Nil,Nil, 58558024
vii,Totals Calculated,"Rs 4,92,58,024
4 Crore+","Rs 93,00,000
93 Lacs+",Nil,Nil,Nil,Nil, 58558024
