SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Bavda 303,304,305/1
Total Area 0.20.48
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
13,51,680  13 Lacs+

Kasarde Kankavli 11
Total Area 1.46.00
Built Up Area
Whether Inherited N
Purchase Date 2012-02-09
Purchase Cost 2700000.00
Development Cost 0.00
45,00,000  45 Lacs+",Nil,Nil,Nil,Nil,Nil, 5851680
ii,Non Agricultural Land,"Morewadi, Share 1/3
Total Area 3000 sq.ft.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
8,22,490  8 Lacs+

Morewadi, Share 1/3
Total Area 6000 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2010-10-11
Purchase Cost 400000.00
Development Cost 0.00
16,44,920  16 Lacs+

Morewadi, Share 1/3
Total Area 3000 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2010-10-11
Purchase Cost 360000.00
Development Cost 0.00
8,22,490  8 Lacs+

Morewadi, Share 1/3
Total Area 3000 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-05-28
Purchase Cost 600000.00
Development Cost 0.00
8,22,490  8 Lacs+

Grampanchayat Amba, Shahuwadi, Plot no.65
Total Area 5032.23 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-10-24
Purchase Cost 1000000.00
Development Cost 0.00
25,16,500  25 Lacs+

B Board Subhash Nagar share no.8 paiki 1/2
Total Area 2278 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 1999-11-11
Purchase Cost 272000.00
Development Cost 0.00
15,49,800  15 Lacs+

Mauje Nerli, Tehsil Karvir, District Kolhapur
Total Area 11115 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2018-06-04
Purchase Cost 1660000.00
Development Cost 0.00
32,23,000  32 Lacs+

Mauje Nerli, Tehsil Karvir, District Kolhapur
Total Area 13285 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2018-04-05
Purchase Cost 2000000.00
Development Cost 0.00
12,84,100  12 Lacs+

Mauje Panchgaon, Tehsil Karvir, Dist. Kolhapur
Total Area 1569.18 sq.ft.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,20,837  3 Lacs+

B Board, Mangalwar Peth
Total Area 217 sq.ft.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,10,970  2 Lacs+","Grampanchayat Amba, Shahuwadi, Plot no.66
Total Area 5011.47 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-10-24
Purchase Cost 1000000.00
Development Cost 0.00
25,05,500  25 Lacs+",Nil,Nil,Nil,Nil, 15723097
iii,Commercial Buildings,"Property 1 to 7 in the Mauje Nerli, Tehsil Karvir, District Kolhapur
Total Area 35508 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 4586000.00
Development Cost 24679327.00
5,83,03,680  5 Crore+","Karvir, Kolhapur
Total Area 600 sq.ft.
Built Up Area
Whether Inherited N
Purchase Date 2015-12-16
Purchase Cost 1200000.00
Development Cost 0.00
26,59,752  26 Lacs+",Nil,Nil,Nil,Nil, 60963432
iv,Residential Buildings,"Plot no.40
Total Area 4218 sq.ft.
Built Up Area 3927 sq.ft.
Whether Inherited N
Purchase Date 2006-05-31
Purchase Cost 1501001.00
Development Cost 0.00
1,66,54,630  1 Crore+

E board Plot no.61/B
Total Area 4503 sq.ft.
Built Up Area 1100 sq.ft.
Whether Inherited N
Purchase Date 2011-01-14
Purchase Cost 2800000.00
Development Cost 0.00
54,83,420  54 Lacs+

B Board Mangalwar Peth, Rasna Apartment
Total Area 422.05 sq.ft.
Built Up Area 422.05 sq.ft.
Whether Inherited N
Purchase Date 2004-05-31
Purchase Cost 300000.00
Development Cost 0.00
12,32,160  12 Lacs+

B Board Mangalwarpeth
Total Area 109 sq.ft.
Built Up Area 90 sq.ft.
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,16,155  2 Lacs+",Nil,Nil,Nil,Nil,Nil, 23586365
v,Others,"Pattankodoli Kolhapur
Total Area 3.72
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
51,85,000  51 Lacs+","Pattankodoli Kolhapur
Total Area 3.72
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
51,85,000  51 Lacs+",Nil,Nil,Nil,Nil, 10370000
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"10,61,44,328  10 Crore+","93,50,252  93 Lacs+",Nil,Nil,Nil,Nil, 115494580
vii,Totals Calculated,"Rs 10,61,44,322
10 Crore+","Rs 1,03,50,252
1 Crore+",Nil,Nil,Nil,Nil, 116494574
