SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
ii,Non Agricultural Land,"Mouje Fene Bhiwandi S. No. 12
Total Area 2910Sq.Mtr
Built Up Area 6262Sq.Ft
Whether Inherited N
Purchase Date 2008-04-22
Purchase Cost 480000.00
Development Cost 0.00
46,56,000  46 Lacs+

Mouje Fene Bhiwandi 12, Part No. 9
Total Area 4390.08Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2018-04-04
Purchase Cost 1750000.00
Development Cost 0.00
32,64,000  32 Lacs+",Nil,Nil,Nil,Nil,Nil, 7920000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Moue Gouripada Bhiwandi Survey No. 8384
Total Area 625Sq.Ft
Built Up Area 550Sq.Ft
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
20,50,000  20 Lacs+","Mouje Majivade Thane Sadanika No. 2301, 23rd Floo Michael Ajlo C Wing
Total Area 1327Sq.Ft
Built Up Area 1327Sq.Ft
Whether Inherited N
Purchase Date 2018-10-10
Purchase Cost 22410000.00
Development Cost 0.00
2,24,10,000  2 Crore+",Nil,Nil,Nil,Nil, 24460000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"99,70,000  99 Lacs+","2,24,10,000  2 Crore+",Nil,Nil,Nil,Nil, 32380000
vii,Totals Calculated,"Rs 99,70,000
99 Lacs+","Rs 2,24,10,000
2 Crore+",Nil,Nil,Nil,Nil, 32380000
