SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"At Kolamb Tal Malvan Sindhudurg
Total Area 1.12 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
13,50,000  13 Lacs+","Nivhe Tal Malvan Farm House 130/323, 130/4A, 4/3B, 48/3-B
Total Area 5.28 Acres
Built Up Area
Whether Inherited N
Purchase Date 1997-03-12
Purchase Cost 128400.00
Development Cost 0.00
57,82,600  57 Lacs+

Kandalgaon Tal Malvan 67(47)/4 & 68(48)/1
Total Area 6.08 Acres
Built Up Area
Whether Inherited N
Purchase Date 2030-04-20
Purchase Cost 132750.00
Development Cost 0.00
95,32,400  95 Lacs+

Wayri Tal Malvan 39/3/1A (old S No 692-A)
Total Area 2.90 Acres
Built Up Area
Whether Inherited N
Purchase Date 2004-05-20
Purchase Cost 600000.00
Development Cost 0.00
47,25,000  47 Lacs+

Chunaware Tal Malvan 52-A, & 53 And Subparts
Total Area 9.30 Acres
Built Up Area
Whether Inherited N
Purchase Date 2004-01-20
Purchase Cost 1200000.00
Development Cost 0.00
71,92,900  71 Lacs+

Farm House
Total Area
Built Up Area
Whether Inherited N
Purchase Date 1999-06-15
Purchase Cost 132750.00
Development Cost 350000.00
18,61,900  18 Lacs+",Nil,Nil,Nil,Nil, 30444800
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,Nil,"Flat NO 702, A wing Shrusti CHS G D Ambedkar Marg Parel BHoiwada Mumbai 400012
Total Area 875 sqft
Built Up Area 903 sqft
Whether Inherited N
Purchase Date 2020-08-20
Purchase Cost 2095000.00
Development Cost 0.00
2,01,25,000  2 Crore+",Nil,Nil,Nil,Nil, 20125000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"13,50,000  13 Lacs+","4,92,19,800  4 Crore+",Nil,Nil,Nil,Nil, 50569800
vii,Totals Calculated,"Rs 13,50,000
13 Lacs+","Rs 4,92,19,800
4 Crore+",Nil,Nil,Nil,Nil, 50569800
