SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Lant at Taluka Alibaug Dist. Raigad, Gat No.650A Admeasuring-4 Acres (1/6th Share)
Total Area 4 Acres (1/6th Share)
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,06,00,000  1 Crore+

Land at Taluka Shrivardhan & Mhasla, Dist. Raigad, Gat No. 55,65,45 (Nanavali), 32(Dighi), 811,889,573,70,253,480,409,1441,1375,1008,969,290,482,154,566,1436,708,698,902,1082,802,261,894,1285,251,259,1031,1107,1541,784,1238,1025,1027,891,918,846,485,704,541,400,298,892,459,446,1477(Waral), Year 2010
Total Area 54.15 Acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 7276550.00
Development Cost 5025000.00
6,50,00,000  6 Crore+

Land at Taluka Murud, Dist. Raigad, Gat No. 166,234,391,371,343,315,158,160,162,373,331,348 (Nandle) 445,548,440,335,(Savali)475,345,676,237,246,472(Mithaghar)2023(Usadi)47(238), 89(Thokekhar), Year 2010
Total Area 25.32 Acres
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 7950250.00
Development Cost 6000700.00
1,50,00,000  1 Crore+","Golibar Phaltan Taluka New Survey No.38/2/1
Total Area 1/3 Shares=708.73 Sq.Mt.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
95,00,000  95 Lacs+",Nil,Nil,Nil,Nil, 100100000
ii,Non Agricultural Land,Nil,"Jadhav Wadi, Taluka Phaltan, Survey No.43/2
Total Area 3960 Sq.Mt.
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,50,00,000  1 Crore+",Nil,Nil,Nil,Nil, 15000000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Block No.1, Flat No.7, Bradys Flats, Sorab Bharucha Road, Colaba, Mumbai-400005
Total Area 1450 Sq.Ft.
Built Up Area 1700 Sq.Ft.
Whether Inherited N
Purchase Date 2018-05-22
Purchase Cost 77500000.00
Development Cost 0.00
7,75,00,000  7 Crore+

25% share in flat at Satnam Apartment, Sadhu T L Vaswani Road, Cuffe Parade, Mumbai-400005
Total Area 1375 Sq.Ft.
Built Up Area 1450 Sq.Ft.
Whether Inherited N
Purchase Date 2014-02-26
Purchase Cost 58000000.00
Development Cost 0.00
7,50,00,000  7 Crore+","Manick Villa, Prabhat Road, Flat No.1, Lane No.4, Pune-4, Survey No.768-22/23
Total Area 319.45
Built Up Area 365
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
40,00,000  40 Lacs+",Nil,Nil,Nil,Nil, 156500000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"24,31,00,000  24 Crore+","2,85,00,000  2 Crore+",Nil,Nil,Nil,Nil, 271600000
vii,Totals Calculated,"Rs 24,31,00,000
24 Crore+","Rs 2,85,00,000
2 Crore+",Nil,Nil,Nil,Nil, 271600000
