SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"NANDED GAT N.25
Total Area 0.30 ACRE
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 67000.00
Development Cost 0.00
1,80,000  1 Lacs+

NANDED GAT N.68
Total Area 0.20 ACRE
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 348000.00
Development Cost 0.00
9,28,000  9 Lacs+

NANDED GAT N.74
Total Area 0.742 ACRE
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 86000.00
Development Cost 0.00
1,50,000  1 Lacs+

NANDED GAT N.117
Total Area 1.60 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 200000.00
Development Cost 0.00
3,36,000  3 Lacs+

NANDED GAT N.65
Total Area 1.60R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 156000.00
Development Cost 0.00
2,98,000  2 Lacs+

NANDED GAT N.460
Total Area 41 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 82805.00
Development Cost 0.00
2,60,250  2 Lacs+

NANDED GAT N.85/02
Total Area 0.24.33R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 193000.00
Development Cost 0.00
2,53,000  2 Lacs+

NANDED GAT N.84/02
Total Area 018 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 180900.00
Development Cost 0.00
3,29,150  3 Lacs+

NANDED GAT N.31,32,33,34,38,29
Total Area 1.33 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 513070.00
Development Cost 0.00
9,27,129  9 Lacs+

NANDED GAT N.36
Total Area 40R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 490000.00
Development Cost 0.00
5,29,000  5 Lacs+

NANDED GAT N.36
Total Area 4.33 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 2283000.00
Development Cost 0.00
22,83,000  22 Lacs+

NANDED GAT N.108/A/2
Total Area 14 R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 123000.00
Development Cost 0.00
2,45,000  2 Lacs+",Nil,"1-NANDED GAT N.8 GHAR N. 420/1 2-NANDED GAT N. GHAR N. 92
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
16,00,000  16 Lacs+",Nil,Nil,Nil, 8318529
ii,Non Agricultural Land,"NANDED GAT N.14/A/2
Total Area 2250 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 323250.00
Development Cost 0.00
5,23,250  5 Lacs+

NANDED GAT N.10
Total Area 1130.5 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 840446.00
Development Cost 0.00
10,10,446  10 Lacs+

NANDED GAT N.188,189,190
Total Area 1180 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 47500.00
Development Cost 0.00
3,00,500  3 Lacs+

NANDED GAT N.99
Total Area 684 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 27000.00
Development Cost 0.00
1,10,000  1 Lacs+

NANDED GAT N.23
Total Area 10711 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 117000.00
Development Cost 0.00
2,80,000  2 Lacs+","NANDED GAT N.14
Total Area 8560 SQ.FT
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 571300.00
Development Cost 0.00
9,30,000  9 Lacs+",Nil,Nil,Nil,Nil, 3154196
iii,Commercial Buildings,Nil,"NANDED
Total Area 350 SQ.FT
Built Up Area 350 SQ.FT
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 483000.00
Development Cost 0.00
15,00,000  15 Lacs+",Nil,Nil,Nil,Nil, 1500000
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"89,42,725  89 Lacs+","24,30,000  24 Lacs+","16,00,000  16 Lacs+",Nil,Nil,Nil, 12972725
vii,Totals Calculated,"Rs 89,42,725
89 Lacs+","Rs 24,30,000
24 Lacs+","Rs 16,00,000
16 Lacs+",Nil,Nil,Nil, 12972725
