SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Loni B. Tal.Rahata, Dist. Ahmednagar, Gat No.247/1, Borgaon, Tal.Newasa, Dist.Ahmednagar, Gat No.29/3, Area-2.08, Gat No.30/1, Area-9.39, Gat No.31/3, Area-2.20
Total Area 19.27 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,07,43,048  1 Crore+","Loni B., Tal.Rahata, Dist. Ahmednagar, Gat No.247/2
Total Area 1.38 Acre
Built Up Area
Whether Inherited N
Purchase Date 2011-11-03
Purchase Cost 0.00
Development Cost 0.00
18,77,000  18 Lacs+

Borgaon, Tal.Nevasa, Dist.Ahmednagar, Gat No.31/2
Total Area 08.01 Acre
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
32,43,384  32 Lacs+

Sadatpur, Tal. Sangamner, Gat No.461
Total Area 1.01 Acre
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,87,696  3 Lacs+

Savantsar, Tal Kopargaon, Gat No.119/1
Total Area 08.02 Acre
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
31,53,500  31 Lacs+",Nil,Nil,Nil,Nil, 19404628
ii,Non Agricultural Land,"Loni B., Tal.Rahata, Gat No.457
Total Area 639.60 Sq.Ft
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
22,10,000  22 Lacs+","Loni B. Tal.Rahata, (1)S.No.423, Area-147.95 Sq.Ft., Purchase Date-04/02/2006, Purchase Cost-15000/-, (2)S.No.424, Area-1131.95 Sq.Ft., Purchase Date-28/02/2013, Purchase Cost-290000/-, (3)S.No.426, Area-629.46 Sq.Ft., Purchase Date-04/02/2006, Purchase Cost-140000/- (4)S.No.427, Area-1065.24 Sq.Ft., Purchase Date-28/02/2013, Purchase Cost-250000/- (5)S.No.428, Area-1355.76 Sq.Ft., Purchase Date-28/02/2013, Purchase Cost-415000/- (6)S.No.431, Area-930.74 Sq.Ft., Purchase Date-28/02/2013, Purchase Cost-415000
Total Area 4261.08 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 1525000.00
Development Cost 0.00
36,67,000  36 Lacs+",Nil,Nil,Nil,Nil, 5877000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Loni 446
Total Area 2732Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2013-02-28
Purchase Cost 200000.00
Development Cost 0.00
1,19,21,000  1 Crore+

New Delhi Green Park, Plot No. F-61
Total Area 1080 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 1986-12-03
Purchase Cost 500000.00
Development Cost 0.00
5,76,00,000  5 Crore+

Mumbai-Ambivali 833 Flat No. 1701
Total Area 2180Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2011-09-04
Purchase Cost 4413200.00
Development Cost 0.00
4,90,00,000  4 Crore+","Loni 407 & 408
Total Area 1153.89Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2017-06-30
Purchase Cost 2215500.00
Development Cost 0.00
34,62,000  34 Lacs+

Shrirampur Bungalow 2149
Total Area 3770Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
47,55,000  47 Lacs+

Borgaon Nevasa 68
Total Area 2400Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
12,65,000  12 Lacs+",Nil,Nil,Nil,Nil, 128003000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"13,14,74,048  13 Crore+","2,18,10,580  2 Crore+",Nil,Nil,Nil,Nil, 153284628
vii,Totals Calculated,"Rs 13,14,74,048
13 Crore+","Rs 2,18,10,580
2 Crore+",Nil,Nil,Nil,Nil, 153284628
