SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Inheritance Rights Land (Joint) 137/1 b dondaicha 234/2 B 2 236/1 B 236/2 B 245/1 B 262/3 264 271/2 Kolade 482/2 Dondaicha 2/1/a/1 Devgaon 269/1/b vikharan 300/1/A Chavalde 9/3/4/1/A 9/3/4/2
Total Area 51 Acre
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 6940000.00
Development Cost 0.00
5,90,45,341  5 Crore+","Own Land,Dodaicha 178/2A 2 H21 R
Total Area 5Acre 21 Guntha
Built Up Area
Whether Inherited N
Purchase Date 2005-09-15
Purchase Cost 470000.00
Development Cost 0.00
50,39,144  50 Lacs+",Nil,Nil,Nil,Nil, 64084485
ii,Non Agricultural Land,"A- Inheritance Land 1-Devpur (Joint) 47/1 Pa plot No.28 2-Dondaicha 326,317/A1A,318/3 P Plot No.53,54,55,56 Purchase Land,Dondaicha C.S.N. 1114 1120 1125 1126 1134 1128 1129 1130 1133
Total Area
Built Up Area
Whether Inherited Y
Purchase Date 2016-04-01
Purchase Cost 550000.00
Development Cost 0.00
2,01,17,633  2 Crore+","Dondaicha C Survey No.1115
Total Area 1350 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 2018-12-11
Purchase Cost 168000.00
Development Cost 0.00
13,50,380  13 Lacs+",Nil,Nil,Nil,Nil, 21468013
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"shivsagar Co-Op Hsg.Society Ltd.Uran Flot No. B/1/16 Rajyog Co-Hoshing Orgnazation,Varsova Andheri(West) Plot No.2 ""D"" House No.602
Total Area 933 sq.ft
Built Up Area 933 sq.ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 5022000.00
Development Cost 0.00
1,08,27,000  1 Crore+",Nil,Nil,Nil,Nil,Nil, 10827000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"8,99,89,974  8 Crore+","63,89,524  63 Lacs+",Nil,Nil,Nil,Nil, 96379498
vii,Totals Calculated,"Rs 8,99,89,974
8 Crore+","Rs 63,89,524
63 Lacs+",Nil,Nil,Nil,Nil, 96379498
