SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"Madhe Turf Devale Tal. Sangmeshwar, Dist Ratnagiri
Total Area 3 acres-30 Gunths
Built Up Area
Whether Inherited N
Purchase Date 1996-06-12
Purchase Cost 22000.00
Development Cost 0.00
3,57,000  3 Lacs+

Kurne Tal Lanja Dist Ratnagiri Sy no,334/A
Total Area 1 acre-03 Gunths
Built Up Area
Whether Inherited N
Purchase Date 1997-08-26
Purchase Cost 7000.00
Development Cost 0.00
1,64,000  1 Lacs+

Kurne Tal Lanja Dist Ratnagiri Sy no,338/2
Total Area 0 acre-22 Gunths
Built Up Area
Whether Inherited N
Purchase Date 1997-08-26
Purchase Cost 3000.00
Development Cost 0.00
84,000  84 Thou+

Nevare Bhandarpurle Tal & Dist Ratnagiri Sy no,3/24
Total Area 0 acres-32 Gunths
Built Up Area
Whether Inherited N
Purchase Date 1999-03-30
Purchase Cost 22000.00
Development Cost 0.00
3,56,000  3 Lacs+

Nevare Bhandarpurle Tal & Dist Ratnagiri Sy no,3/15
Total Area 1 acre-13 Guntas
Built Up Area
Whether Inherited N
Purchase Date 1999-03-30
Purchase Cost 27000.00
Development Cost 0.00
5,90,000  5 Lacs+",Nil,Nil,Nil,Nil,Nil, 1551000
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Ratnagiri Flat-Ashirwad Appartment Flat No.A-6 Maruti Mandir Ratnagiri Sy.no.715/20, 715/21, 715/22
Total Area 962 sq.ft
Built Up Area 1162 sqf.t
Whether Inherited N
Purchase Date 2001-03-05
Purchase Cost 916000.00
Development Cost 0.00
33,64,000  33 Lacs+

Andheri (W) Mumbai MHADA Flat Varsova Building No.1-E, Flat No.101, Varsova Andheri (W) Mumbai
Total Area 694 sq.ft
Built Up Area 832.83 sq.ft
Whether Inherited N
Purchase Date 2009-11-17
Purchase Cost 4446000.00
Development Cost 0.00
1,48,57,000  1 Crore+

Pune Balewadi Flat Paritosh Appartment 2nd floor Flat no,203, Balewadi Pune Sr.no.31/3, Part 31/3B2part, 31/4 Part 31/1A part
Total Area 1445 sq.ft
Built Up Area 2000 sq.ft
Whether Inherited N
Purchase Date 2018-03-21
Purchase Cost 11376423.00
Development Cost 0.00
1,13,76,423  1 Crore+",Nil,Nil,Nil,Nil,Nil, 29597423
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"3,11,48,423  3 Crore+",Nil,Nil,Nil,Nil,Nil, 31148423
vii,Totals Calculated,"Rs 3,11,48,423
3 Crore+",Nil,Nil,Nil,Nil,Nil, 31148423
