0,1,2,3,4,5,6,7,8
i,Cash,"2,50,000  2 Lacs+","50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 3,00,000
3 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI, Vidhanbhavan, Mumbai
2,42,044.97  2 Lacs+

District Central Bank, Camp Satara Br., Saving A/c.
67,512.45  67 Thou+

District Central Bank, Shtramahuli (Joint A/c) Br., Saving A/c.
3,321.47  3 Thou+

District Central Bank, Bapegaon Br., Current A/c.
566  5 Hund+

District Central Bank, Bapegaon Br., Saving A/c
4,564  4 Thou+

District Central Bank, Wai Br.
500  5 Hund+

Cht. Sanbhaji Maharaj Pathsanstha Ltd, Pinplode, Saving A/c
8,064  8 Thou+

Kisanvir S. S. K. Co Operative Ltd, Kisanveernagar Fixed Deposit & Interest
58,728  58 Thou+

District Central Bank, District Saving A/c
3,907  3 Thou+","State Bank of India, MIDC, Satara
1,34,841.50  1 Lacs+

Cht. Sanbhaji Maharaj Pathsanstha Ltd, Pinplode, Saving A/c
439  4 Hund+

Kisanvir S. S. K. Co Operative Ltd, Kisanveernagar
562  5 Hund+",Nil,"District Central Bank, Camp Satara Br., Saving A/c
92,300  92 Thou+",Nil,Nil,"Rs 6,17,350.39
6 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Kisanvir S. S. K. Co Operative Ltd, Kisanveernagar
10,000  10 Thou+

Satara Sahakari Sheti Udogic Vikas Uas Todni Vahtuk Society Ltd., Kisanvirnagar. Tal - Wai,
500  5 Hund+

Makrand Patil Nagari Pathsansta Ltd, Wai
200  2 Hund+

Cht. Sanbhaji Maharaj Pathsanstha Ltd, Pinplode
52,000  52 Thou+","Kisanvir S. S. K. Co Operative Ltd, Kisanveernagar
10,000  10 Thou+

Makrand Patil Nagari Pathsansta Ltd, Wai
200  2 Hund+

Cht. Sanbhaji Maharaj Pathsanstha Ltd, Pinplode
2,000  2 Thou+",Nil,Nil,Nil,Nil,"Rs 74,900
74 Thou+"
iv,"(a)
NSS, Postal Savings etc",Nil,"Postal saving
1,20,000  1 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,20,000
1 Lacs+"
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,"LIC Policy
2,50,000  2 Lacs+",Nil,Nil,"Rs 2,50,000
2 Lacs+",
v,Personal loans/advance given,"Prakash Ramrao Jadhav Patil
1,00,000  1 Lacs+

Nitin Lakshmanrao Jadhav Patil
5,95,000  5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 6,95,000
6 Lacs+"
vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
vii,Jewellery (give details weight value),"50 gram Gold
1,92,500  1 Lacs+","30 gram Gold
11,55,300  11 Lacs+",Nil,Nil,"40 gram gold
1,54,000  1 Lacs+",Nil,"Rs 15,01,800
15 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"15,89,407.89  15 Lacs+","14,73,342.50  14 Lacs+",Nil,"3,42,300  3 Lacs+","1,54,000  1 Lacs+",Nil,"Rs 35,59,050.39
35 Lacs+",
Totals (Calculated as Sum of Values),"Rs 15,89,407.89
15 Lacs+","Rs 14,73,342.50
14 Lacs+",Nil,"Rs 3,42,300
3 Lacs+","Rs 1,54,000
1 Lacs+",Nil,"Rs 35,59,050.39
35 Lacs+",
