0,1,2,3,4,5,6,7,8
i,Cash,"3,03,730  3 Lacs+","7,89,700  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,93,430
10 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","32,38,593  32 Lacs+","8,88,598  8 Lacs+",Nil,Nil,Nil,Nil,"Rs 41,27,191
41 Lacs+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,"9,46,34,960  9 Crore+","3,68,04,839  3 Crore+",Nil,Nil,Nil,Nil,"Rs 13,14,39,799
13 Crore+"
vi,"Motor Vehicles (details of make, etc.)",Nil,"43,13,675  43 Lacs+",Nil,Nil,Nil,Nil,"Rs 43,13,675
43 Lacs+"
vii,Jewellery (give details weight value),Nil,"1,37,101  1 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,37,101
1 Lacs+"
viii,"Other assets, such as values of claims / interests","1,57,91,05,615  157 Crore+","1,35,90,157  1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,59,26,95,772
159 Crore+"
Gross Total Value (as per Affidavit),"1,67,72,82,898  167 Crore+","2,33,24,070  2 Crore+",Nil,Nil,Nil,Nil,"Rs 1,70,06,06,968
170 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,67,72,82,898
167 Crore+","Rs 5,65,24,070
5 Crore+",Nil,Nil,Nil,Nil,"Rs 1,73,38,06,968
173 Crore+",
